tconst,tmdb_id,title,primaryTitle,genres,averageRating,numVotes
tt10279472,890771,The Black Demon,The Black Demon,"Action, Drama, Horror",3.7,11188.0
tt10283158,929525,The Gathering,The Gathering,Horror,,
tt10293024,630808,Invite Only,Invite Only,,9.0,33.0
tt10298712,741919,Dinogore,Dinogore,Horror,4.8,35.0
tt10306460,1032201,Catch a Butcher,Catch a Butcher,,6.5,38.0
tt10308792,980578,Things We Dig,Things We Dig,,7.3,16.0
tt10323490,776657,Honeymoon,Honeymoon,,,
tt10329314,1027631,When the Lights Go Out,When the Lights Go Out,,7.6,19.0
tt10359614,1025154,Fried Egg,Fried Egg,,9.3,14.0
tt10366242,606204,Jojo,Jojo,Horror,4.2,35.0
tt10379574,751626,Kathy,Kathy,,6.1,28.0
tt10379956,757048,Vera,Vera,,,
tt10380066,626359,Clown,Clown,"Horror, Thriller",2.6,608.0
tt1038011,36686,The Tomb,The Tomb,"Horror, Thriller",3.8,1901.0
tt1038141,281770,Living Dolls,Living Dolls,,6.9,108.0
tt10392636,610039,İki,Iki,"Horror, Thriller",3.4,48.0
tt10405386,674520,The Oval Portrait,The Oval Portrait,,,
tt10419674,657640,Frost Bite,Frost Bite,,6.8,159.0
tt10423214,693073,Doppel,Doppel,Horror,4.0,167.0
tt10425640,615982,Sijjin 6,Sijjin 6,Horror,5.0,2144.0
tt10433362,606762,Headspace,Headspace,,,
tt1043427,203266,Beneath the Surface,Beneath the Surface,"Comedy, Drama, Horror",4.8,223.0
tt1043482,173356,Dreams of the Dead,Dreams of the Dead,,3.8,44.0
tt10438256,768570,Still,Still,,5.2,28.0
tt10440150,604519,Carfucker,Carfucker,,5.7,22.0
tt10448728,699250,Another Cabin Massacre,Another Cabin Massacre,,,
tt10458570,729149,Little Master,Xiao zu zong,"Adventure, Comedy, Fantasy",,
tt10462848,733983,Deep Well,Deep Well,"Horror, Thriller",6.5,18.0
tt10473058,734330,The Shadow,The Shadow,,5.4,126.0
tt10476870,1032620,Gore: All Hallows' Eve,Gore: All Hallows Eve,Horror,5.7,77.0
tt10477434,640519,Allergic Overreaction,Allergic Overreaction,,7.0,21.0
tt10478526,1065897,Huldra and Photographer,Huldra and Photographer,,5.9,2814.0
tt10484572,832615,Where the Shadows Fall,Where the Shadows Fall,,,
tt10488832,448048,Demon of Love,Phu thaeng khwam rak,"Drama, Horror",,
tt10489208,995184,Clown Motel 2,Clown Motel 2,Horror,4.3,645.0
tt10498022,752834,Scary Bride,Scary Bride,"Comedy, Horror",2.6,352.0
tt10504678,1534508,Trouble,Trouble,,,
tt10509906,925705,The Long Night,The Long Night,Horror,3.8,2444.0
tt1051243,1219062,Model Kill 2: The Return,Model Kill 2: The Return,,,
tt10523424,662989,Savage Creatures,Savage Creatures,Horror,4.1,1438.0
tt10535460,611986,Go Back,Go Back,,8.9,24.0
tt10539172,878508,While We Sleep,While We Sleep,Horror,3.3,611.0
tt1053975,1280018,Pozo ciego,Pozo ciego,\N,,
tt1054508,201110,Sex Hex,Sex Hex,,2.6,307.0
tt10546058,738168,A Dark Path,A Dark Path,"Drama, Horror, Mystery",2.7,934.0
tt10555668,1104999,A Hard Place,A Hard Place,"Action, Horror, Thriller",5.6,3416.0
tt10563232,701481,Afraid of the Dark,Afraid of the Dark,Horror,,
tt1057576,34168,Uncharted,Uncharted,Horror,2.1,609.0
tt10579468,615289,Stalked by My Doctor: A Sleepwalker's Nightmare,Stalked by My Doctor: A Sleepwalker's Nightmare,"Drama, Thriller",5.2,584.0
tt10581102,616073,Return to Horror Hotel,Return to Horror Hotel,"Horror, Sci-Fi",3.8,643.0
tt1058516,1276325,Demon Familiars,Demon Familiars,,4.1,16.0
tt10587418,799493,Midnight Visit Record,Midnight Visit Record,"Horror, Thriller",,
tt10589904,722710,MUSHI 虫,MUSHI 虫,,7.2,5.0
tt1059781,401559,Clown,Clown,Horror,6.1,71.0
tt1059924,134607,The Unquiet,The Unquiet,"Drama, Horror, Mystery",3.4,226.0
tt10606966,1072848,Zombie Rocks,Zombie Rocks,,,
tt10607244,1319364,Night of the Vampire,Night of the Vampire,,,
tt10612708,706891,Lower World,Lower World,,7.3,8.0
tt1064801,40599,Red Canyon,Red Canyon,"Action, Horror, Thriller",3.4,853.0
tt10652734,721466,Beyond the Shadows,Beyond the Shadows,"Comedy, Horror",3.0,64.0
tt1066340,27797,Scream Farm,Scream Farm,,4.8,44.0
tt1067078,29232,Methodic,Methodic,"Action, Drama, Horror",3.7,330.0
tt1067111,55209,June Cabin,June Cabin,"Horror, Thriller",2.2,350.0
tt10687194,758861,Trick,Trick,,6.6,39.0
tt10691162,763149,Aftermath,Aftermath,"Drama, Horror, Mystery",5.3,19930.0
tt10695698,1430327,Bad Deal,Bad Deal,,,
tt10742086,1494176,Har du sett henne?,Har du sett henne?,,7.0,22.0
tt10746060,698320,The Mad Hatter,The Mad Hatter,"Horror, Thriller",2.7,753.0
tt10746674,552443,Party Day Massacre Stories,Party Day Massacre Stories,"Comedy, Horror",2.7,35.0
tt10756152,1452769,Valencia - Chapter II: Asturias,Valencia - Chapter II: Asturias,,6.5,19.0
tt10757918,1171205,Kaibyô saga no yozakura,Kaibyô saga no yozakura,Drama,,
tt10767168,617708,La Llorona,La Llorona,"Crime, Drama, Horror",6.6,9077.0
tt1077084,139299,God's Forgotten Town,God's Forgotten Town,"Horror, Thriller",3.4,113.0
tt1077245,528331,Hügel der lebenden Toten - Totenhügel 2,Hügel der lebenden Toten - Totenhügel 2,,4.0,13.0
tt10772994,1382259,Gray Matters,Gray Matters,,,
tt10783946,1484672,Tape 51,Tape 51,,,
tt1078931,23515,Sick Girl,Sick Girl,"Crime, Horror, Thriller",4.5,1156.0
tt10796376,678579,A Taste of Blood,A Taste of Blood,"Horror, Thriller",5.1,91.0
tt10800932,623545,Gimmick,Gimmick,Horror,5.0,67.0
tt10804520,677338,Apollyon,Apollyon,,6.1,32.0
tt10850940,813658,Buzz Cut,Buzz Cut,"Comedy, Horror",4.2,121.0
tt10856586,639698,Diablo Rojo PTY,Diablo Rojo PTY,Horror,5.1,166.0
tt10857354,1595916,The Malevolent,The Malevolent,,,
tt1086382,27617,Splatter Disco,Splatter Disco,,4.1,267.0
tt1087446,360041,Five,Five,"Adventure, Horror, Thriller",3.4,40.0
tt10882732,1064280,Wicked Children,Wicked Children,,,
tt10896582,927516,Manhunt,Manhunt,"Drama, Horror, Thriller",,
tt10900084,753411,The Cremation Station,The Cremation Station,,7.8,6.0
tt10900526,1151836,İblis: Esir-i Beden,Iblis: Esir-i Beden,Horror,6.8,56.0
tt1090634,102308,The 13th Alley,The 13th Alley,Horror,5.9,84.0
tt10916810,841742,Megalomaniac,Megalomaniac,Horror,5.5,1607.0
tt10926138,1115004,Roses,Roses,,,
tt10928086,776565,Knocking,Knocking,"Horror, Mystery, Thriller",5.7,1867.0
tt1093856,1277068,Sakura Sôgorô,Sakura Sôgorô,\N,,
tt10938608,1156141,The Finale,The Finale,Horror,3.6,161.0
tt10939494,927767,Synthetic Love,Synthetic Love,,,
tt10944760,630240,Titane,Titane,"Drama, Horror, Sci-Fi",6.4,66045.0
tt10948116,658642,Sinful,Sinful,,,
tt10969668,790227,Ghost Light,Ghost Light,Thriller,2.5,147.0
tt10972912,1052157,Subject,Subject,"Horror, Sci-Fi",4.8,239.0
tt10989342,762302,The Ceremony,The Ceremony,,,
tt10994060,1025542,Bass Blister,Bass Blister,,9.4,8.0
tt11003228,718135,Breeder,Breeder,"Horror, Thriller",5.0,2060.0
tt11014390,722780,For the Sake of Vicious,For the Sake of Vicious,"Action, Horror, Mystery",5.3,1418.0
tt11027340,1112718,Dream Screechers,Dream Screechers,Horror,5.7,11.0
tt1103969,218314,Beef: You Are What You Eat,Beef: You Are What You Eat,,5.3,23.0
tt1104685,74618,Blitzkrieg: Escape from Stalag 69,Blitzkrieg: Escape from Stalag 69,,3.4,176.0
tt11069456,644262,Blood Cove,Blood Cove,Horror,4.2,44.0
tt1109478,17408,Humans,Humans,"Action, Adventure, Horror",3.5,928.0
tt1110242,582249,Cope,Cope,,3.7,77.0
tt11121174,869710,Beyond Paranormal,Beyond Paranormal,"Horror, Sci-Fi",2.9,239.0
tt11123012,874728,The Secret of Sinchanee,The Secret of Sinchanee,"Horror, Mystery, Thriller",5.9,8989.0
tt11123130,1279356,Kaidan Kasane-ga-fuchi,Kaidan Kasane-ga-fuchi,Drama,,
tt11125450,643291,Toxic Vice,Toxic Vice,,,
tt11126992,878494,Mater Mortis,Mater Mortis,,,
tt11130102,642512,The Investigation: A Haunting in Sherwood,The Investigation: A Haunting in Sherwood,Horror,4.3,230.0
tt1114668,244766,Dead Hunt,Dead Hunt,,5.4,58.0
tt1114736,1368089,Unlocking Rose Red: The Diary of Ellen Rimbauer,Unlocking Rose Red: The Diary of Ellen Rimbauer,"Drama, Horror",7.2,101.0
tt11153736,636520,The Ripper,The Ripper,,4.3,136.0
tt11157668,1532182,Perverted Desire,Perverted Desire,,1.3,56.0
tt11162250,730757,Tokyo Home Stay Massacre,Tokyo Home Stay Massacre,Horror,4.1,50.0
tt11167046,727714,The Red Resurrection,The Red Resurrection,"Drama, Horror, Thriller",4.5,22.0
tt11171272,299450,Obsessive Snake,Obsessive Snake,Horror,4.8,12.0
tt1118655,90765,The 7th Hunt,The 7th Hunt,"Drama, Horror, Thriller",3.0,271.0
tt11187940,659223,The Butcher,The Butcher,Horror,5.7,64.0
tt1120945,32904,Tony,Tony,"Drama, Horror, Thriller",6.2,3866.0
tt1122595,543467,Lost Suburbia,Lost Suburbia,Horror,7.4,28.0
tt11235044,719665,Mane Maratakkide,Mane Maratakkide,Drama,7.1,102.0
tt1124375,278670,You Belong to Me,You Belong to Me,"Crime, Horror, Mystery",4.0,526.0
tt1124378,77449,Epitaph,Epitaph,"Drama, Horror",6.2,1298.0
tt11252938,681584,Eden,Eden,,5.8,59.0
tt11253030,1372102,The Hour of the Ox,The Hour of the Ox,,,
tt1125402,1280192,Utsunomiya tsuritenjô,Utsunomiya tsuri tenjo,\N,,
tt1125800,54522,The Devil's Music,The Devil's Music,"Drama, Horror",4.2,127.0
tt11263022,645856,The Seventh Day,The Seventh Day,"Horror, Mystery",4.6,6068.0
tt11291408,1203136,Mumtarah - No Sarcófago das Ninfos,Mumtarah - No Sarcófago das Ninfos,,,
tt11309740,772446,No abras la puerta,Don't Open the Door,Horror,6.5,65.0
tt1131742,25151,Mutants,Mutants,"Action, Horror, Sci-Fi",2.3,665.0
tt1134554,597692,Blood Bound,Blood Bound,"Action, Horror",4.0,56.0
tt1134671,66237,No Time to Fear,No Time to Fear,"Horror, Sci-Fi, Thriller",3.4,155.0
tt1136873,1373110,Iwami Jûtarô,Iwami Jûtarô,\N,,
tt11384306,682612,Heza,Heza,Drama,7.1,2293.0
tt11389856,1076179,Eyes for You,Eyes for You,,,
tt1139894,1373108,Iwami Jūtarō,Iwami Jûtarô,Drama,,
tt11401026,671079,Gaslight,Gaslight,,,
tt11404920,979018,The Step Daddy,The Step Daddy,Thriller,4.8,23.0
tt1140981,1171181,Ôkazaki kaibyoden,Ôkazaki kaibyoden,\N,,
tt1141274,137640,The Stitcher,The Stitcher,,4.3,70.0
tt11428310,805434,Blood Lust,Blood Lust,,,
tt11432992,812340,The Rideshare Killer,The Rideshare Killer,"Horror, Thriller",3.4,163.0
tt11443106,1031283,Sadistic: The Exorcism Of Lily Deckert,Sadistic: The Exorcism of Lily Deckert,"Horror, Thriller",2.7,95.0
tt11444644,660240,Project Z,Project Z,"Comedy, Horror",4.4,331.0
tt11454278,789382,When I Consume You,When I Consume You,"Drama, Horror, Mystery",5.0,516.0
tt11458170,979755,Cannibal Cabin,Cannibal Cabin,Horror,2.2,271.0
tt1151350,1298129,Kasamori ôsen,Kasamori ôsen,\N,,
tt1152827,69270,Super Hybrid,Super Hybrid,"Horror, Sci-Fi, Thriller",4.1,2120.0
tt1152835,55683,Palo Pinto Gold,Palo Pinto Gold,"Drama, Western",3.7,142.0
tt11543916,811549,Chathur Mukham,Chathur Mukham,"Horror, Thriller",5.7,1913.0
tt11546336,1198987,Fed,Fed,,,
tt11557862,1631354,A Hand to Hold,A Hand to Hold,,9.5,18.0
tt1156398,19908,Zombieland,Zombieland,"Action, Comedy, Horror",7.5,666501.0
tt11569602,697549,Affraa Taffri,Affraa Taffri,"Comedy, Drama",6.2,117.0
tt11572502,662723,Danur: The Last Chapter,Danur: The Last Chapter,"Horror, Mystery, Thriller",5.1,120.0
tt11586122,839664,Bhaybheet,Bhaybheet,Thriller,5.6,47.0
tt11597742,1120944,Death Party,Death Party,Horror,2.6,21.0
tt11608494,990266,Zero Avenue,Zero Avenue,"Horror, Romance",4.2,106.0
tt11612890,889753,Night Night,Night Night,"Horror, Thriller",3.9,3024.0
tt11615812,637463,Make Me a Sandwich,Make Me a Sandwich,,6.5,1073.0
tt1161647,580550,Last Getaway,Last Getaway,"Comedy, Horror, Mystery",8.4,70.0
tt11616640,1319618,Wild House,Wild House,,,
tt11628712,765012,Master Pieces,Master Pieces,Horror,5.1,95.0
tt11633028,664945,Crisp.,Crisp.,,,
tt11644802,500207,Ghost,Seruan Setan,Horror,5.4,9.0
tt11651768,677528,Avatara Purusha: Part 1,Avatara Purusha: Part 1,"Comedy, Mystery",6.3,567.0
tt1168696,44225,Boston Girls,Boston Girls,"Comedy, Horror, Thriller",2.5,244.0
tt11713524,757981,The Whittler,The Whittler,Horror,5.0,131.0
tt11718994,736553,Desolación,Desolación,,,
tt1174733,318938,Manananggal vs Mangkukulam,Manananggal vs. mangkukulam,"Comedy, Horror",5.6,11.0
tt11758780,671712,Double Tap,Double Tap,,6.2,86.0
tt1176416,52034,Tetsuo: The Bullet Man,Tetsuo: The Bullet Man,"Action, Horror, Sci-Fi",5.4,2441.0
tt1176472,142356,Vampire Wars,Vampire Wars,,4.9,278.0
tt11779642,798106,Planet Zee,Planet Zee,"Comedy, Horror",4.7,180.0
tt1179891,14435,My Bloody Valentine,My Bloody Valentine,"Horror, Mystery, Thriller",5.4,65125.0
tt11807114,1322559,I Appreciate You,I Appreciate You,,,
tt11847024,778764,Going Down,Going Down,,,
tt11857966,799051,Orcus,Orcus,Horror,3.2,39.0
tt11892056,946217,Wild Bones,Wild Bones,Mystery,3.6,85.0
tt1189441,208934,Razor's Ring,Razor's Ring,,3.5,72.0
tt1190179,1060999,Brownout,Brownout,Thriller,,
tt11904790,682999,First Session,First Session,,,
tt1193622,138068,Bled White,Bled White,Horror,4.3,144.0
tt11967404,797134,C.O.R.N.,C.O.R.N.,"Horror, Thriller",4.4,561.0
tt1199494,44687,The Lost Skeleton Returns Again,The Lost Skeleton Returns Again,"Comedy, Horror, Sci-Fi",6.8,818.0
tt11995422,720727,Befarmaeed Sham,Befarmaeed Sham,,6.1,92.0
tt11995882,780280,ShadowMarsh,ShadowMarsh,"Drama, Horror, Mystery",5.5,600.0
tt11999966,848483,Flowing,Flowing,"Horror, Thriller",5.9,756.0
tt12008892,1042369,Pandemic Undead,Virus of the Undead: Pandemic Outbreak,Horror,4.5,191.0
tt12029164,732045,Death by 1000 Cuts,Death by 1000 Cuts,Horror,3.5,86.0
tt12035686,760218,A Light in the Dark,A Light in the Dark,,7.0,6.0
tt12042992,775063,A Visitor,A Visitor,,5.7,42.0
tt1204883,15262,Boogeyman 3,Boogeyman 3,"Horror, Thriller",4.6,5652.0
tt12063522,1267219,Easter Bunny Bloodbath 2: No More Tears,Easter Bunny Bloodbath 2: No More Tears,Horror,3.8,24.0
tt1207734,419844,Seducing Witchcraft,Pelet,"Drama, Horror",,
tt1207935,448683,Drakula Goes to R.P.,Drakula Goes to R.P.,"Comedy, Horror",7.4,13.0
tt12088676,722526,Evul Twinz,Evul Twinz,Horror,3.2,39.0
tt12094850,621682,Heat,Heat,,6.9,91.0
tt12098392,684420,Corona Zombies,Corona Zombies,,2.5,998.0
tt12098670,689479,Scare Me,Scare Me,"Comedy, Fantasy, Horror",3.1,336.0
tt12099316,523333,The Image,Poon,Horror,6.8,14.0
tt12122478,1422501,Bloodbath,Bloodbath,Thriller,,
tt12132908,987580,Chandramukhi 2,Chandramukhi 2,"Action, Comedy, Drama",2.6,3566.0
tt12176546,801557,Cannibal Troll,Cannibal Troll,Horror,2.5,371.0
tt12198662,775481,Psycho Therapy,Psycho Therapy,,6.2,13.0
tt1220214,38150,Heartless,Heartless,"Drama, Fantasy, Horror",5.9,10546.0
tt1226244,359571,Mysteries,Mysteries,Mystery,5.4,32.0
tt12297314,758022,Be My Eyes,Be My Eyes,,,
tt1230423,214175,Les corbeaux,Les corbeaux,,4.0,34.0
tt12311502,812310,EAS,EAS,,,
tt1231273,204734,Nucingen House,Nucingen House,Horror,6.0,183.0
tt1233270,134617,The Devils Dagger,The Devils Dagger,,4.8,22.0
tt1234241,201181,Bloodspit,Bloodspit,,3.5,107.0
tt12349940,705397,Thorns,Thorns,,7.2,12.0
tt1235059,28936,Bundy: A Legacy of Evil,Bundy: A Legacy of Evil,,3.7,968.0
tt12354886,706712,Beauty Water,Beauty Water,"Animation, Drama, Horror",6.1,1134.0
tt12357464,711754,Quaranstein,Quaranstein,,7.0,10.0
tt1235786,281707,The Horror Vault 3,The Horror Vault 3,,3.4,145.0
tt12393526,714338,Bulbbul,Bulbbul,"Drama, Horror, Mystery",6.6,16497.0
tt12399214,834979,Happy Little Bunnies,Happy Little Bunnies,"Comedy, Horror",4.3,156.0
tt12403702,1428968,Death Toilet 3: Doody Calls,Death Toilet 3: Call of Doody,"Comedy, Horror",4.4,40.0
tt12406152,737803,Morbus,Morbus,,7.3,28.0
tt1242744,28396,The Valdemar Legacy,The Valdemar Legacy,"Drama, Horror, Mystery",5.4,2085.0
tt12430040,781326,Amityville in the Hood,Amityville in the Hood,Horror,1.8,264.0
tt12467474,876001,In These Parts,In These Parts,,,
tt12492264,830794,Open Your Eyes,Open Your Eyes,"Drama, Horror, Mystery",4.2,207.0
tt12510288,819259,Tantrums,Tantrums,,6.0,35.0
tt12510824,760998,Filtered,Filtered,,5.8,8.0
tt1251728,27856,Day of the Ax,Day of the Ax,,4.0,63.0
tt12544006,752762,Bag of Tricks,Bag of Tricks,,5.5,9.0
tt1254956,225982,From Inside,From Inside,"Animation, Horror",6.2,303.0
