tconst,tmdb_id,title,primaryTitle,genres,averageRating,numVotes
tt1591504,81972,The Hunters,The Hunters,"Crime, Horror, Thriller",4.0,2206.0
tt1594913,330656,Black Eve,Black Eve,Horror,2.9,161.0
tt1600477,593428,Beware of What You Wish For,Beware of What You Wish For,,6.8,10.0
tt1602093,49362,Madness,Madness,,3.4,451.0
tt1603314,61716,Killjoy 3,Killjoy 3,,4.7,945.0
tt1604564,91168,Death of the Dead,Death of the Dead,,6.2,49.0
tt16047734,988586,Dragon Fury: Wrath Of Fire,Dragon Fury: Wrath of Fire,Action,4.0,112.0
tt1606700,1049014,Yotsuya Kaidan,Yotsuya kaidan,\N,,
tt1608776,50324,Kurt Josef Wagle and the Legend of the Fjord Witch,Kurt Josef Wagle and the Legend of the Fjord Witch,"Comedy, Horror",5.8,1342.0
tt1610996,74777,Absentia,Absentia,"Drama, Horror, Mystery",5.8,21702.0
tt1611224,72331,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,"Action, Fantasy, Horror",5.9,168209.0
tt1612083,186359,The Inside,The Inside,"Drama, Horror, Thriller",2.9,451.0
tt1619609,384863,Bad Moon Rising,Bad Moon Rising,,6.0,159.0
tt1620641,1049018,Yotsuya Kaidan,Yotsuya kaidan,Drama,,
tt1622566,206203,After Effect,After Effect,"Action, Horror, Thriller",4.0,714.0
tt16260150,904471,Garden Wedding,Garden Wedding,,,
tt16290704,912373,Jinx,Jinx,,8.7,19.0
tt1629375,80634,Room 33,Room 33,"Horror, Mystery, Thriller",3.7,647.0
tt16296030,1255755,Stalkers from Hell,Stalkers from Hell,,,
tt16305220,1407094,Deadly Exploration,Exploración Mortal,Horror,,
tt16305734,1016268,Catnado,Catnado,"Comedy, Horror, Thriller",1.7,324.0
tt16310724,992449,The Sweet Spot,The Sweet Spot,,6.2,18.0
tt1631699,363148,Dendam Pocong Mupeng,Dendam Pocong Mupeng,Horror,4.6,14.0
tt1632641,95432,The Legend of Beaver Dam,The Legend of Beaver Dam,,7.7,367.0
tt16357912,923162,The River,The River,,,
tt16358852,1499186,Immortal Thieves: The Bloody Heist,Immortal Thieves: The Bloody Heist,"Horror, Thriller",7.0,40.0
tt16376156,1281210,Mama Bear,Mama Bear,Horror,4.3,43.0
tt16417990,941041,Texas Chainsaw Mascara,Texas Chainsaw Mascara,Horror,3.7,55.0
tt1641809,508384,Conspiracy of Blood,Conspiracy of Blood,,,
tt16437012,1328315,Post Apocalyptic Desperation,Post Apocalyptic Desperation,"Horror, Sci-Fi",2.7,29.0
tt16441008,451686,Bloody Date,Bloody Date,,6.2,37.0
tt1646933,714838,Noodle Not for Eat,Noodles Not for Eating,Horror,3.8,14.0
tt1649763,370191,Hemo,Hemo,"Drama, Horror",3.6,68.0
tt16581074,1268468,Analconda y Los Vampiros de Tiburón,Analconda y Los Vampiros de Tiburón,,,
tt1663990,345091,Mimesis,Mimesis,"Mystery, Thriller",5.3,31.0
tt1666700,69326,Psycho Gothic Lolita,Psycho Gothic Lolita,"Action, Horror",5.4,1067.0
tt1669705,1222161,A Pezzi: Undead Men,Undead Men,"Action, Drama, Horror",4.9,30.0
tt1672169,731041,Demonica's Reign,Demonica's Reign,Horror,7.5,38.0
tt1675758,48016,The Maze,The Maze,"Action, Horror, Thriller",3.8,1269.0
tt1679148,259307,Bad Boys - Bad Toys,Bad Boys - Bad Toys,,3.1,26.0
tt1680102,356482,Murder in the Dark,Murder in the Dark,"Horror, Mystery, Thriller",4.5,527.0
tt1686330,54493,X Game,X Game,Horror,5.1,351.0
tt1691450,135446,Plastic,Plastic,Horror,6.2,113.0
tt1691452,137528,You Can't Kill Stephen King,You Can't Kill Stephen King,"Comedy, Horror",3.7,2012.0
tt16914660,1023802,Eyes Out,Eyes Out,,6.8,24.0
tt1692193,60085,Final Flesh,Final Flesh,"Comedy, Horror, Sci-Fi",5.3,477.0
tt1692301,88024,Cold Creepy Feeling,Cold Creepy Feeling,"Horror, Thriller",2.2,191.0
tt1692504,52587,We Are the Night,We Are the Night,"Drama, Fantasy, Horror",6.2,9256.0
tt1694571,685201,All Men Are Called Robert,All Men Are Called Robert,,7.4,114.0
tt16968440,1170380,"Murder Room, Inc","Murder Room, Inc",,7.8,10.0
tt16978828,861043,Boys Night,Boys Night,Drama,6.0,34.0
tt16986140,1171919,Efsunlu 3: Muska,Efsunlu 3: Muska,Horror,4.9,66.0
tt1704143,316157,Frankenstein Rising,Frankenstein Rising,Horror,5.1,50.0
tt1705902,1275144,Bewitched Manor House,Bewitched Manor House,,5.3,13.0
tt17071412,1044560,Bigfoot Kills: A True Crime Documentary,Bigfoot Kills: A True Crime Documentary,"Comedy, Crime",,
tt17079862,1146019,The Night of the Vampires,A Noite das Vampiras,"Comedy, Horror",6.3,34.0
tt1710267,1057071,Desajonado,Desajonado,,,
tt1714127,102903,The Devil's Business,The Devil's Business,Horror,5.5,813.0
tt1715220,404205,The Picture in the House,The Picture in the House,,,
tt1716755,616146,Nunca más asistas a este tipo de fiestas,Nunca más asistas a este tipo de fiestas,"Comedy, Horror",6.2,50.0
tt1718856,642066,Pengantin Topeng,Pengantin Topeng,"Drama, Horror, Thriller",7.3,20.0
tt1718917,1084744,TENBATSU,Tenbatsu,Horror,5.4,8.0
tt1721692,709692,The Man in the Maze,The Man in the Maze,"Horror, Mystery",3.1,224.0
tt1726085,962905,Time,Time,Horror,,
tt1728248,76001,Tartarus,Tartarus,"Adventure, Drama, Horror",4.5,225.0
tt1731697,104755,The Lords of Salem,The Lords of Salem,"Horror, Thriller",5.2,34253.0
tt17323318,936199,Riparian,Riparian,,6.2,19.0
tt17345716,1049823,A Weekend At The Shanley Hotel,A Weekend At The Shanley Hotel,,,
tt1735179,80123,Carne cruda,Fresh Flesh,"Comedy, Horror",3.4,133.0
tt1736617,255711,Love Hurts,Love Hurts,,6.1,60.0
tt1740817,468800,Knochenwald 3: Sudden Slaughter,Knochenwald 3: Sudden Slaughter,,5.1,45.0
tt1746614,1025032,Serial Comic No.1: Obsession,Serial Comic No.1: Obsession,,,
tt1748018,112238,Frankenstein: Day of the Beast,Frankenstein: Day of the Beast,Horror,3.7,251.0
tt1748161,395871,Pengantin Pantai Biru,Pengantin Pantai Biru,Horror,2.7,38.0
tt1753496,133121,Resident Evil: Damnation,Resident Evil: Damnation,"Action, Animation, Horror",6.4,24062.0
tt1753753,67673,Eaters,Eaters,Horror,4.0,1542.0
tt1757933,1302459,Windows,Windows,,,
tt1758810,372343,The Snowman,The Snowman,"Crime, Drama, Horror",5.2,77118.0
tt17649656,1019247,Honto ni Atta! Noroi no Video: Dreadful Post - BEST20,Honto ni Atta! Noroi no Video: Dreadful Post - BEST20,,,
tt1772261,309919,The Curse of Downers Grove,The Curse of Downers Grove,"Drama, Horror, Mystery",4.4,2197.0
tt1773314,73250,Bloodline,Bloodline,Horror,3.6,240.0
tt1774416,967345,Immanence,Immanence,,,
tt1776363,492281,Yakshiyum Njanum,Yakshiyum Njanum,"Drama, Horror",3.2,140.0
tt1778228,1388871,Dagon,Dagon,,,
tt1784645,913878,Survival Camp,Survival Camp,Horror,,
tt1787073,56203,Hantu Kak Limah Balik Rumah,Hantu Kak Limah Balik Rumah,"Comedy, Fantasy, Horror",6.8,409.0
tt17909522,1354556,"Cheater, Cheater","Cheater, Cheater",,5.2,91.0
tt1801835,1305764,The Festival,The Festival,"Horror, Thriller",6.9,13.0
tt1802170,858856,Lake Evermore,Lake Evermore,Horror,,
tt1806958,260012,Man Hunting,Man Hunting,,4.2,28.0
tt18078462,979760,Tooth Fairy: Drill to Kill,Toothfairy 5,Horror,2.4,275.0
tt1808228,487442,Killing Brooke,Killing Brooke,"Horror, Thriller",5.5,62.0
tt1813213,692774,Burial Island,Burial Island,,3.0,6.0
tt1814923,1001297,Underlife,Underlife,,5.2,16.0
tt1815746,90232,Humans vs Zombies,Humans vs Zombies,"Comedy, Horror, Sci-Fi",3.8,1534.0
tt1821543,346196,Missing 44 The Final Stage,Missing 44 The Final Stage,,4.5,39.0
tt18224610,942890,House of Darkness,House of Darkness,"Comedy, Horror, Mystery",4.7,5967.0
tt18225190,1038505,Penny,Penny,,,
tt1823746,58477,Sini Ada Hantu,Sini Ada Hantu,"Comedy, Horror, Mystery",5.8,106.0
tt1825207,802344,Zombie Abomination: The Italian Zombie Movie - Part 1,Zombie Abomination: The Italian Zombie Movie - Part 1,"Comedy, Horror, Sci-Fi",5.6,66.0
tt18258662,831654,The Sadness,The Sadness,,,
tt1825922,185162,Possessed,Possessed,"Drama, Horror",4.7,38.0
tt18259430,1242879,Blood Sick Psychosis,Blood Sick Psychosis,Horror,6.7,34.0
tt18260230,1045057,The Cathedral,The Cathedral,,8.6,6.0
tt1826030,654695,Tumors,Tumors,Horror,2.4,57.0
tt18260564,1010826,Killer Book Club,Killer Book Club,"Horror, Thriller",4.6,5912.0
tt18266494,1203869,Honto Ni Atta! Noroi No Video: Best Selection 3,Honto Ni Atta! Noroi No Video: Best Selection 3,,,
tt18283718,1190416,Mysteries of the Desert,Mysteries of the Desert,,,
tt18301710,1113050,No Signature Required,No Signature Required,,7.4,25.0
tt18307882,1007963,Ghost Flight,Ghost Flight,Horror,,
tt18311616,1111562,Smoking Kills,Smoking Kills,,,
tt18329038,383530,Kadokawa Mystery & Horror Tales Vol. 3,Kadokawa Mystery & Horror Tales Vol. 3,"Drama, Horror",,
tt18349658,321684,Mountain Monster,Mountain Monster,Horror,,
tt18376800,1026542,Baby Blue,Baby Blue,Horror,4.5,562.0
tt1838722,101179,Truth or Dare,Truth or Dare,"Horror, Mystery",5.6,11399.0
tt1840388,86759,Rosewood Lane,The Rosewood Lane,"Drama, Horror, Mystery",4.6,4018.0
tt1843303,457712,The VelociPastor,The VelociPastor,"Action, Adventure, Comedy",5.1,11611.0
tt1843880,88844,Code Blue,Code Blue,"Drama, Horror, Mystery",5.5,1161.0
tt1846588,648427,Howls,Howls,"Adventure, Drama, Horror",5.0,108.0
tt18469850,1001755,The Skunk Ape Experiments,The Skunk Ape Experiments: Issue #1,Reality-TV,4.3,19.0
tt18480228,947061,The Necromancer,Necromantul,"Drama, Horror",4.0,6.0
