tconst,title,average_rating,num_votes
tt0828578,Redrat: The Rebellious Rodent,5.9,18
tt0829251,The Beckoning,5.3,1444
tt0829262,The Phantom of the Opera,6.7,193
tt0832311,Het Monster van Toth,6.2,47
tt0832458,Sanguine,7.0,11
tt0832520,Teddy Bears' Picnic,7.2,23
tt0832524,Zombie Movie,6.6,355
tt0835059,Torro. Torro. Torro!,6.5,173
tt0841101,The Eyes Of Edward James,6.7,151
tt0847161,Dracula,5.2,1815
tt0859627,Plot 7,5.2,52
tt0860835,Closet Space,3.9,196
tt0861777,It Came From Another World!,6.2,107
tt0862856,Trick 'r Treat,6.7,114219
tt0874854,Anjaane: The Unkown,3.9,102
tt0875001,The Remake,4.3,107
tt0876270,The Innocent,4.6,62
tt0877675,Matakot Ka sa Karma,5.8,44
tt0885500,Kabuslar Evi: Çizgisiz Zamanlar,6.3,366
tt0887892,Dark Shadows,5.5,223
tt0888490,Deadly Game,3.6,233
tt0889181,Dark Fields,2.4,566
tt0893358,Okinawan Horror: Upside-Down Ghost - Chinese Horror: Breaking a Coffin,5.4,21
tt0893532,Kill Theory,5.4,7825
tt0898905,Custodes Bestiae,6.5,141
tt0905372,The Thing,6.3,154454
tt0933085,Markheim,5.8,42
tt0933759,No. My Other Possessed-Zombie Girlfriend.,7.6,30
tt0934459,The Hitchhiker,3.6,1200
tt0949430,Into the Woods,6.0,58
tt0951348,Camp Blood: The Musical,6.6,66
tt0951357,Devil Species,3.2,28
tt0951362,Surviving,3.7,22
tt0954593,Bone Chillers: Frankenturkey,8.2,18
tt0956335,Doomed,3.2,602
tt0959314,Unholy Women,5.8,778
tt0960844,Skeleton Key,2.8,194
tt0960890,Zombie Strippers!,4.1,19620
tt0969733,Vow of Death,4.2,63
tt0971204,Long Pigs,5.8,910
tt0986218,Blood Bath: Blood Wrestling Vol. I,4.7,20
tt0990363,Detention,2.9,1020
tt0993017,Witchunter,4.8,41
tt0993772,Memo,7.4,16
tt0994979,Unborn Sins,2.3,88
tt0996967,Otis,5.9,5442
tt0999905,Nailed,6.7,183
tt10035012,Curses,5.3,24
tt10037604,Wicken,5.8,80
tt10047904,Darkling,6.7,1160
tt10053426,Bad Nun: Deadly Vows,3.6,297
tt10062338,Earwig,5.3,1824
tt10079814,Quitter,5.6,11
tt10083640,Bhoot Police,6.6,28352
tt10104502,Psycho Ape!,5.9,344
tt10115644,Ragmork,4.8,98
tt10141678,Fate of the Night,4.2,26
tt1014798,Fearmakers,2.1,222
tt10160758,Nostalgia,8.4,5
tt10166508,Ditched,4.0,920
tt1017442,House of Usher,3.1,645
tt10179354,Frankenstein,5.6,27
tt10188260,One Cut of the Dead Spin-Off: In Hollywood,5.7,396
tt10213166,Savage Vows,4.2,59
tt10229936,None Shall Sleep,5.3,92
tt10230560,Mysterious House,5.0,9
tt1023500,Doghouse,6.0,23571
tt10235600,Kaali Khuhi,3.7,1543
tt1024955,Dark Floors,6.0,34
tt10269518,The Witches of Essex,3.6,20
tt10276328,Kuntilanak 2,4.2,249
tt10279472,The Black Demon,3.7,11188
tt10293024,Invite Only,9.0,33
tt10298712,Dinogore,4.8,35
tt10306460,Catch a Butcher,6.5,38
tt10308792,Things We Dig,7.3,16
tt10329314,When the Lights Go Out,7.6,19
tt10359614,Fried Egg,9.3,14
tt10366242,Jojo,4.2,35
tt10379574,Kathy,6.1,28
tt10380066,Clown,2.6,608
tt1038011,The Tomb,3.8,1901
tt1038141,Living Dolls,6.9,108
tt10392636,İki,3.4,48
tt10419674,Frost Bite,6.8,159
tt10423214,Doppel,4.0,167
tt10425640,Sijjin 6,5.0,2144
tt1043427,Beneath the Surface,4.8,223
tt1043482,Dreams of the Dead,3.8,44
tt10438256,Still,5.2,28
tt10440150,Carfucker,5.7,22
tt10462848,Deep Well,6.5,18
tt10473058,The Shadow,5.4,126
tt10476870,Gore: All Hallows' Eve,5.7,77
tt10477434,Allergic Overreaction,7.0,21
tt10478526,Huldra and Photographer,5.9,2814
tt10489208,Clown Motel 2,4.3,645
tt10498022,Scary Bride,2.6,352
tt10509906,The Long Night,3.8,2444
tt10523424,Savage Creatures,4.1,1438
tt10535460,Go Back,8.9,24
tt10539172,While We Sleep,3.3,611
tt1054508,Sex Hex,2.6,307
tt10546058,A Dark Path,2.7,934
tt10555668,A Hard Place,5.6,3416
tt1057576,Uncharted,2.1,609
tt10579468,Stalked by My Doctor: A Sleepwalker's Nightmare,5.2,584
tt10581102,Return to Horror Hotel,3.8,643
tt1058516,Demon Familiars,4.1,16
tt10589904,MUSHI 虫,7.2,5
tt1059781,Clown,6.1,71
tt1059924,The Unquiet,3.4,226
tt10612708,Lower World,7.3,8
tt1064801,Red Canyon,3.4,853
tt10652734,Beyond the Shadows,3.0,64
tt1066340,Scream Farm,4.8,44
tt1067078,Methodic,3.7,330
tt1067111,June Cabin,2.2,350
tt10687194,Trick,6.6,39
tt10691162,Aftermath,5.3,19930
tt10742086,Har du sett henne?,7.0,22
tt10746060,The Mad Hatter,2.7,753
tt10746674,Party Day Massacre Stories,2.7,35
tt10756152,Valencia - Chapter II: Asturias,6.5,19
tt10767168,La Llorona,6.6,9077
tt1077084,God's Forgotten Town,3.4,113
tt1077245,Hügel der lebenden Toten - Totenhügel 2,4.0,13
tt1078931,Sick Girl,4.5,1156
tt10796376,A Taste of Blood,5.1,91
tt10800932,Gimmick,5.0,67
tt10804520,Apollyon,6.1,32
tt10850940,Buzz Cut,4.2,121
tt10856586,Diablo Rojo PTY,5.1,166
tt1086382,Splatter Disco,4.1,267
tt1087446,Five,3.4,40
tt10900084,The Cremation Station,7.8,6
tt10900526,İblis: Esir-i Beden,6.8,56
tt1090634,The 13th Alley,5.9,84
tt10916810,Megalomaniac,5.5,1607
tt10928086,Knocking,5.7,1867
tt10938608,The Finale,3.6,161
tt10944760,Titane,6.4,66045
tt10969668,Ghost Light,2.5,147
tt10972912,Subject,4.8,239
tt10994060,Bass Blister,9.4,8
tt11003228,Breeder,5.0,2060
tt11014390,For the Sake of Vicious,5.3,1418
tt11027340,Dream Screechers,5.7,11
tt1103969,Beef: You Are What You Eat,5.3,23
tt1104685,Blitzkrieg: Escape from Stalag 69,3.4,176
tt11069456,Blood Cove,4.2,44
tt1109478,Humans,3.5,928
tt1110242,Cope,3.7,77
tt11121174,Beyond Paranormal,2.9,239
tt11123012,The Secret of Sinchanee,5.9,8989
tt11130102,The Investigation: A Haunting in Sherwood,4.3,230
tt1114668,Dead Hunt,5.4,58
tt1114736,Unlocking Rose Red: The Diary of Ellen Rimbauer,7.2,101
tt11153736,The Ripper,4.3,136
tt11157668,Perverted Desire,1.3,56
tt11162250,Tokyo Home Stay Massacre,4.1,50
tt11167046,The Red Resurrection,4.5,22
tt11171272,Obsessive Snake,4.8,12
tt1118655,The 7th Hunt,3.0,271
tt11187940,The Butcher,5.7,64
tt1120945,Tony,6.2,3866
tt1122595,Lost Suburbia,7.4,28
tt11235044,Mane Maratakkide,7.1,102
tt1124375,You Belong to Me,4.0,526
tt1124378,Epitaph,6.2,1298
tt11252938,Eden,5.8,59
tt1125800,The Devil's Music,4.2,127
tt11263022,The Seventh Day,4.6,6068
tt11309740,No abras la puerta,6.5,65
tt1131742,Mutants,2.3,665
tt1134554,Blood Bound,4.0,56
tt1134671,No Time to Fear,3.4,155
tt11384306,Heza,7.1,2293
tt11404920,The Step Daddy,4.8,23
tt1141274,The Stitcher,4.3,70
tt11432992,The Rideshare Killer,3.4,163
tt11443106,Sadistic: The Exorcism Of Lily Deckert,2.7,95
tt11444644,Project Z,4.4,331
tt11454278,When I Consume You,5.0,516
tt11458170,Cannibal Cabin,2.2,271
tt1152827,Super Hybrid,4.1,2120
tt1152835,Palo Pinto Gold,3.7,142
tt11543916,Chathur Mukham,5.7,1913
tt11557862,A Hand to Hold,9.5,18
tt1156398,Zombieland,7.5,666501
tt11569602,Affraa Taffri,6.2,117
tt11572502,Danur: The Last Chapter,5.1,120
tt11586122,Bhaybheet,5.6,47
tt11597742,Death Party,2.6,21
tt11608494,Zero Avenue,4.2,106
tt11612890,Night Night,3.9,3024
tt11615812,Make Me a Sandwich,6.5,1073
tt1161647,Last Getaway,8.4,70
tt11628712,Master Pieces,5.1,95
tt11644802,Ghost,5.4,9
tt11651768,Avatara Purusha: Part 1,6.3,567
tt1168696,Boston Girls,2.5,244
tt11713524,The Whittler,5.0,131
tt1174733,Manananggal vs Mangkukulam,5.6,11
tt11758780,Double Tap,6.2,86
tt1176416,Tetsuo: The Bullet Man,5.4,2441
tt1176472,Vampire Wars,4.9,278
tt11779642,Planet Zee,4.7,180
tt1179891,My Bloody Valentine,5.4,65125
tt11857966,Orcus,3.2,39
tt11892056,Wild Bones,3.6,85
tt1189441,Razor's Ring,3.5,72
tt1193622,Bled White,4.3,144
tt11967404,C.O.R.N.,4.4,561
tt1199494,The Lost Skeleton Returns Again,6.8,818
tt11995422,Befarmaeed Sham,6.1,92
tt11995882,ShadowMarsh,5.5,600
tt11999966,Flowing,5.9,756
tt12008892,Pandemic Undead,4.5,191
tt12029164,Death by 1000 Cuts,3.5,86
tt12035686,A Light in the Dark,7.0,6
tt12042992,A Visitor,5.7,42
tt1204883,Boogeyman 3,4.6,5652
tt12063522,Easter Bunny Bloodbath 2: No More Tears,3.8,24
tt1207935,Drakula Goes to R.P.,7.4,13
tt12088676,Evul Twinz,3.2,39
tt12094850,Heat,6.9,91
tt12098392,Corona Zombies,2.5,998
tt12098670,Scare Me,3.1,336
tt12099316,The Image,6.8,14
tt12132908,Chandramukhi 2,2.6,3566
tt12176546,Cannibal Troll,2.5,371
tt12198662,Psycho Therapy,6.2,13
tt1220214,Heartless,5.9,10546
tt1226244,Mysteries,5.4,32
tt1230423,Les corbeaux,4.0,34
tt1231273,Nucingen House,6.0,183
tt1233270,The Devils Dagger,4.8,22
tt1234241,Bloodspit,3.5,107
tt12349940,Thorns,7.2,12
tt1235059,Bundy: A Legacy of Evil,3.7,968
tt12354886,Beauty Water,6.1,1134
tt12357464,Quaranstein,7.0,10
tt1235786,The Horror Vault 3,3.4,145
tt12393526,Bulbbul,6.6,16497
tt12399214,Happy Little Bunnies,4.3,156
tt12403702,Death Toilet 3: Doody Calls,4.4,40
tt12406152,Morbus,7.3,28
tt1242744,The Valdemar Legacy,5.4,2085
tt12430040,Amityville in the Hood,1.8,264
tt12492264,Open Your Eyes,4.2,207
tt12510288,Tantrums,6.0,35
tt12510824,Filtered,5.8,8
tt1251728,Day of the Ax,4.0,63
tt12544006,Bag of Tricks,5.5,9
tt1254956,From Inside,6.2,303
tt12555612,Ride with the Guilt,5.8,33
tt12581902,The Genie Raid,2.0,52
tt12593058,Girl Gone Bad,4.5,268
tt12597710,Time's Up!,3.8,164
tt1260497,Hallucinations,5.3,216
tt12623316,Dark Mountain,10.0,10
tt1262406,Fading of the Cries,3.0,1848
tt1263784,Forest Primeval,3.7,109
tt1265616,The Id Proxy,5.9,27
tt1267299,The Rocky Horror Picture Show: Let's Do the Time Warp Again,4.2,8211
tt12695338,All American Massacre,6.6,44
tt1270096,The Invisible Chronicles,3.1,185
tt12703400,I Think We're Alone Now,5.0,33
tt12726558,Stay Safe,5.8,33
tt12727546,Beast of Prey,6.9,18
tt1273207,DeadHeads,5.3,5711
tt1276376,At the House of Madness,4.7,48
tt1278340,Dead Snow,6.3,72945
tt12801814,Violation,5.3,4981
tt1282036,Dead Fury,4.1,231
tt12829654,The Zompocalypse Therapy Sessions,6.2,59
tt1283876,Able,5.4,48
tt1283943,Keith Parker's Shadow People,3.0,63
tt12840422,Exhibit #8,5.4,153
tt12847806,"Boobs, Blood, and Mayhem",3.0,30
tt12850860,The Forgotten,7.2,9
tt1285216,Dark Nature,3.1,317
tt1285217,Deadfall Trail,4.0,780
tt12861212,Chhorii,6.7,7291
tt1288399,Squeal,3.6,377
tt12935074,The Devil's Familiar,3.1,175
tt1294789,Doomsday County,4.6,93
tt12953434,Clownz R Us,6.5,20
tt12980468,The Lost Vlog of Ruby Real,3.7,302
tt12988602,Garden Tool Massacre,3.0,96
tt1300575,Demon Slaughter,3.2,81
tt13037448,Flesh Contagium,5.2,58
tt1308169,The Forgotten Ones,4.1,2479
tt13097330,Poltergays,5.4,28
tt13101714,All Eyes,5.4,1666
tt1310641,George: A Zombie Intervention,5.2,237
tt1315885,Mamá,6.9,3439
tt13160822,WAM!: Wear A Mask!,6.7,16
tt1316577,Amateur Porn Star Killer 3: The Final Chapter,2.6,3040
tt13167944,A Doll For Edgar,5.0,27
tt13171358,X Knight Escape From Warp Hell,2.8,19
tt13172894,MetaVision,5.2,16
tt13186046,Relax with Draco,6.6,7
tt13186470,8ight After,2.9,252
tt13209830,Advent,4.5,82
tt13230012,Box Fort,5.8,163
tt1325022,Take-Out,6.8,45
tt13265204,Metamorphosis,5.1,1505
tt13268354,The Old Man in the Rocking Chair,5.4,6
tt1326938,Disgruntled,5.0,58
tt1327772,Underfist: Halloween Bash,6.9,260
tt1329338,For You and for Fire,6.5,245
tt13323456,Noah,7.3,15
tt13342216,The Haunting of Alice Bowles,7.4,32
tt1334411,Escape,6.9,17
tt1335986,Dahmer vs. Gacy,2.8,631
tt13362758,The Lake,6.2,59
tt1337090,Aegri Somnia,4.4,126
tt13372992,Bingo Hell,4.3,3139
tt1337589,Bloodlock,2.3,183
tt1337721,Unhinged,4.2,18
tt13392582,Zombacter: Center City Contagion,3.2,100
tt13403046,Fresh,6.7,92398
tt13428006,The Distraction,6.2,17
tt1342848,Dark Journey,5.2,26
tt1342942,Silent Night Bloody Night,4.7,40
tt1347258,Curiosity,5.2,305
tt1347514,Branded,3.1,58
tt1348305,Deadly Little Christmas,2.5,188
tt13507260,Miya,3.6,28
tt13515258,Oracle,4.8,1602
tt13524392,Fragments of a Life,3.6,6
tt13529404,Streets of the Dead,9.3,12
tt13557212,Freak,5.3,88
tt13563580,The Curse of Humpty Dumpty,3.7,920
tt1357352,Aspiring Psychopath,2.7,59
tt1358922,Amy's Torch,5.4,91
tt13592970,Loop Track,5.8,2337
tt13598996,Trapped Inn,2.7,1029
tt1362058,Cockneys vs Zombies,5.9,21200
tt1363141,Sovia: Death Hospital,3.5,176
tt1364484,The House on Dame Street,5.0,62
tt13649516,Blood Room,4.6,14
tt13658316,Pare,5.7,39
tt13658792,Amityville Poltergeist,2.2,268
tt1366917,The Moretti House,2.7,42
tt13680732,Medium,4.8,26
tt13700976,It Stares from the Dark,7.6,15
tt1372689,Stranded,5.1,1061
tt1374840,Blood Ties,4.6,88
tt1374989,Pride and Prejudice and Zombies,5.8,64371
tt13780448,Sentient,4.8,18
tt1379180,Fish Bait: The Movie,2.7,75
tt13792910,Mid-July Days 2: Past and Present,2.0,8
tt1380795,Experiment 7,4.1,42
tt1380852,Attack of the Vegan Zombies!,3.3,142
tt1381402,Baby Jane?,6.4,201
tt13841850,Men,6.0,78509
tt13853146,Murmur,3.7,52
tt1385824,Yavarum Nalam,7.4,10816
tt1385926,Kuntilanak Kamar Mayat,5.3,46
tt13875870,Miss Mary Mack,8.7,7
tt13879878,Poor Glenna,6.3,60
tt13884958,I'm Still Here,6.7,20
tt13886392,Neelavelicham,5.8,1547
tt13886688,Affliction,5.9,170
tt13925790,The Scare Game,6.1,17
tt13962396,Bedridden,5.0,29
tt13976876,Courtney Gets Possessed,4.4,165
tt13993554,Meat the Family,7.2,9
tt1402362,Tortura,4.2,80
tt14024862,Dumb & Dahmer,5.2,64
tt1403210,Orgy of the Damned,3.2,241
tt14045614,Croc!,2.6,1744
tt14069012,Pharmacist from Hell,5.8,12
tt14083124,Transfigure,6.3,557
tt14098692,The Wheel,6.8,12
tt14115536,Hare Hunt,6.9,14
tt1414514,The Ghost Train of Manggarai,3.9,34
tt1414859,Stockholm Syndrome,3.5,129
tt14151608,Spooky College,7.6,50
tt14153900,Venom Coast,3.2,252
tt1416343,Texas Frightmare Massacre,6.4,53
tt14169296,The Last Zombie,5.2,71
tt14182838,After Hours,7.1,22
tt1418377,"I, Frankenstein",5.1,86259
tt1418824,Visions,4.1,234
tt14209234,The Maestro: A Symphony of Terror,6.6,20
tt14214670,Night Caller,4.8,213
tt14218694,Gorgon,7.3,6
tt1422096,My Demon,6.0,7
tt14242578,Exorcist Vengeance,2.9,312
tt14270666,Chinsodan: Death Night,5.4,7
tt1430077,Dark Feed,3.3,1620
tt1430620,Kiss the Abyss,4.2,254
tt1433183,Sleeper,3.4,160
tt1433194,Tainted Milk,4.4,110
tt1433330,Possum Walk,6.4,26
tt14353710,Baby,8.1,29
tt14363350,The Monster of Phantom Lake: The Musical!,5.6,11
tt1439563,The Postman Doesn't Knock Three Times,5.3,639
tt14425468,Jotugriho,7.1,128
tt1445090,Pocong Kamar Sebelah,4.3,36
tt1445641,Family Property: Backwoods Killing Spree,6.1,32
tt14463866,Something's Missing,4.8,17
tt14501448,The Wet Ones,5.2,439
tt14513510,Bottom,6.1,34
tt14556190,Harmony,2.5,181
tt14562764,Dendam Kesuma,5.3,14
tt1458666,The Sphere of the Lycanthrope,7.1,42
tt14590444,Hypocritical Hit,8.2,10
tt1463411,"Monsters, Marriage and Murder in Manchvegas",5.3,122
tt1466956,Kandhei Akhire Luha,8.3,51
tt1469294,The Tell-Tale Heart,7.3,12
tt1470861,Daydream,5.8,49
tt14711678,Space Yokai War,5.0,10
tt14716182,Die Kinder von Luzifer,6.5,6
tt1472590,The Gruesome Death of Tommy Pistol,5.5,85
tt14728196,Senritsu Kaiki File Kowasugi! File 03: Legend of a Human-Eating Kappa,6.2,287
tt14741844,There's Something in the Shadows,3.0,151
tt14774692,Future Shock,3.5,243
tt1478325,Malibu Shark Attack,3.1,2902
tt14795768,The Zombie Wedding,6.6,75
tt14807000,NightMare,5.0,1156
tt1482982,Angriff der Killertelefonbücher,6.3,9
tt1483458,Not Even Death,6.8,69
tt14858054,Wyrmwood: Apocalypse,5.5,3942
tt14858146,The Devil's Tail,3.5,1076
tt14867006,V/H/S/94,5.6,17140
tt1486878,At the Mercy of the Darkness: Ayano's Bizarre Delusions,5.0,74
tt14881472,Shadows,5.3,14
tt14902008,Oh My Ghost,2.3,674
tt14922184,The Box,6.1,32
tt14922584,Guimoon: The Lightless Door,4.8,428
tt15010292,Flux Gourmet,5.8,3687
tt15048600,Ekip Oyunu,5.4,422
tt15056700,Home Education,5.2,425
tt15059274,Ex-Girlfriend's Ghost,3.8,15
tt1508349,The Occultist,2.3,180
tt15088982,Killer Christmas Elves: The Movie,5.9,49
tt15097292,Alone,3.2,263
tt15101182,No Overnight Parking,6.5,47
tt15101878,Magic Moon 2,5.2,6
tt1511445,Count Tsakona and His Draculettes,4.5,37
tt15122134,No Shark,6.8,157
tt15132736,Horror Noire,5.2,816
tt15133756,Winter Island,4.5,254
tt1517228,Not Alone,2.5,249
tt15188924,Maria José Maria,8.4,46
tt15207270,Queen of Bones,4.8,1103
tt15211358,Darkness Binds,5.6,7
tt1521235,Rasukan Ablasa,4.5,55
tt15215230,Suck My Blood,4.8,7
tt1521769,Dracula,3.8,95
tt15274084,American Cryptids,5.2,103
tt15281656,The Holy Trinity,1.7,12372
tt1530660,Dawning,3.9,524
tt15307448,The Goldsmith,4.8,989
tt15336912,The Monkey's Paw,7.7,17
tt1533810,Late Spring/Regrets For Our Youth,5.3,13
tt1535104,My Ex,5.2,243
tt15351816,They're Watching,4.8,6
tt15355494,Duppy,8.9,9
tt15360202,Dr. Lucchetti's Macabre Atheneum,7.9,8
tt1538233,Brico Killer,6.9,38
tt15401974,Night Breakers,7.3,106
tt15426138,This Is Our Home,6.5,32
tt15432814,Helldose,3.9,12
tt1543282,The Last Day of Macho-Mask,7.3,13
tt1543813,Shelter,8.1,15
tt15444046,Divinity,5.3,1519
tt1545315,Needle,4.8,3285
tt15485618,The Vampire Sex Diaries,3.4,11
tt1550657,The Suffering: Static,6.9,10
tt15528116,The Timekeepers of Eternity,6.9,467
tt1555095,The Burningmoore Incident,4.0,166
tt1555895,Lost Paradise: Playmates in Hell,3.6,248
tt15574802,The Ogress,6.4,66
tt1560985,The Devil Inside,4.2,38464
tt15654282,Necro Lesbians,5.2,8
tt1565785,Hotel Darklight,7.6,33
tt15670734,Wolves,5.4,13
tt1568808,Chemistry,3.4,94
tt15693732,Among the Living,3.9,509
tt1569380,Dungeon of Evil,4.9,20
tt1570538,Island: Wedding of the Zombies,5.4,1887
tt1570598,Horrorbabe.com 1,7.5,16
tt15754886,The Abyss of the Soul,6.7,10
tt1576464,Splatter,3.1,783
tt15767652,Save Me from Everything,3.5,195
tt1578717,Terror Creek,3.9,38
tt15790536,Nice to Finally Meet You,6.3,50
tt1581336,President's Day,4.2,521
tt1583273,I Am Bish,5.8,67
tt15845768,A Haunting in Ravenwood,3.3,121
tt15891670,Touch,7.1,11
tt1590316,Crush,5.6,152
tt15909454,The Final Haunt,5.2,8
tt1591504,The Hunters,4.0,2206
tt1594913,Black Eve,2.9,161
tt1600477,Beware of What You Wish For,6.8,10
tt1602093,Madness,3.4,451
tt1603314,Killjoy 3,4.7,945
tt1604564,Death of the Dead,6.2,49
tt16047734,Dragon Fury: Wrath Of Fire,4.0,112
tt1608776,Kurt Josef Wagle and the Legend of the Fjord Witch,5.8,1342
tt1610996,Absentia,5.8,21702
tt1611224,Abraham Lincoln: Vampire Hunter,5.9,168209
tt1612083,The Inside,2.9,451
tt1619609,Bad Moon Rising,6.0,159
tt1622566,After Effect,4.0,714
tt16290704,Jinx,8.7,19
tt1629375,Room 33,3.7,647
tt16305734,Catnado,1.7,324
tt16310724,The Sweet Spot,6.2,18
tt1631699,Dendam Pocong Mupeng,4.6,14
tt1632641,The Legend of Beaver Dam,7.7,367
tt16358852,Immortal Thieves: The Bloody Heist,7.0,40
tt16376156,Mama Bear,4.3,43
tt16417990,Texas Chainsaw Mascara,3.7,55
tt16437012,Post Apocalyptic Desperation,2.7,29
tt16441008,Bloody Date,6.2,37
tt1646933,Noodle Not for Eat,3.8,14
tt1649763,Hemo,3.6,68
tt1663990,Mimesis,5.3,31
tt1666700,Psycho Gothic Lolita,5.4,1067
tt1669705,A Pezzi: Undead Men,4.9,30
tt1672169,Demonica's Reign,7.5,38
tt1675758,The Maze,3.8,1269
tt1679148,Bad Boys - Bad Toys,3.1,26
tt1680102,Murder in the Dark,4.5,527
tt1686330,X Game,5.1,351
tt1691450,Plastic,6.2,113
tt1691452,You Can't Kill Stephen King,3.7,2012
tt16914660,Eyes Out,6.8,24
tt1692193,Final Flesh,5.3,477
tt1692301,Cold Creepy Feeling,2.2,191
tt1692504,We Are the Night,6.2,9256
tt1694571,All Men Are Called Robert,7.4,114
tt16968440,"Murder Room, Inc",7.8,10
tt16978828,Boys Night,6.0,34
tt16986140,Efsunlu 3: Muska,4.9,66
tt1704143,Frankenstein Rising,5.1,50
tt1705902,Bewitched Manor House,5.3,13
tt17079862,The Night of the Vampires,6.3,34
tt1714127,The Devil's Business,5.5,813
tt1716755,Nunca más asistas a este tipo de fiestas,6.2,50
tt1718856,Pengantin Topeng,7.3,20
tt1718917,TENBATSU,5.4,8
tt1721692,The Man in the Maze,3.1,224
tt1728248,Tartarus,4.5,225
tt1731697,The Lords of Salem,5.2,34253
tt17323318,Riparian,6.2,19
tt1735179,Carne cruda,3.4,133
tt1736617,Love Hurts,6.1,60
tt1740817,Knochenwald 3: Sudden Slaughter,5.1,45
tt1748018,Frankenstein: Day of the Beast,3.7,251
tt1748161,Pengantin Pantai Biru,2.7,38
tt1753496,Resident Evil: Damnation,6.4,24062
tt1753753,Eaters,4.0,1542
tt1758810,The Snowman,5.2,77118
tt1772261,The Curse of Downers Grove,4.4,2197
tt1773314,Bloodline,3.6,240
tt1776363,Yakshiyum Njanum,3.2,140
tt1787073,Hantu Kak Limah Balik Rumah,6.8,409
tt17909522,"Cheater, Cheater",5.2,91
tt1801835,The Festival,6.9,13
tt1806958,Man Hunting,4.2,28
tt18078462,Tooth Fairy: Drill to Kill,2.4,275
tt1808228,Killing Brooke,5.5,62
tt1813213,Burial Island,3.0,6
tt1814923,Underlife,5.2,16
tt1815746,Humans vs Zombies,3.8,1534
tt1821543,Missing 44 The Final Stage,4.5,39
tt18224610,House of Darkness,4.7,5967
tt1823746,Sini Ada Hantu,5.8,106
tt1825207,Zombie Abomination: The Italian Zombie Movie - Part 1,5.6,66
tt1825922,Possessed,4.7,38
tt18259430,Blood Sick Psychosis,6.7,34
tt18260230,The Cathedral,8.6,6
tt1826030,Tumors,2.4,57
tt18260564,Killer Book Club,4.6,5912
tt18301710,No Signature Required,7.4,25
tt18376800,Baby Blue,4.5,562
tt1838722,Truth or Dare,5.6,11399
tt1840388,Rosewood Lane,4.6,4018
tt1843303,The VelociPastor,5.1,11611
tt1843880,Code Blue,5.5,1161
tt1846588,Howls,5.0,108
tt18469850,The Skunk Ape Experiments,4.3,19
tt18480228,The Necromancer,4.0,6
tt18563046,Imajuik,5.8,17
tt1857807,Oceaniden,6.6,7
tt1862499,The Giant Rubber Monster Movie: Sascratch Versus Afrodesious,7.7,26
tt1865523,The Hackers,5.0,101
tt18671742,Beyond the Resonator,5.1,160
tt1869362,Deadly Descent,3.0,988
tt1869491,Insomnium,3.4,728
tt1872152,Revived,6.1,37
tt1876283,Darkroom,3.7,1409
tt1877669,Virgin Beach Creature,3.8,85
tt1877806,The Somnambulists,3.6,19
tt1880339,Strange Stories,6.2,41
tt1880379,The Summoning,3.2,133
tt1894425,Burning Dead,3.2,64
tt1895604,Zombio,5.4,86
tt19042674,Lurking,5.2,103
tt1904850,Bloodlust Zombies,3.1,800
tt19079668,Fatal Rejuvenation,9.3,6
tt1913166,Nurse 3-D,4.5,12186
tt1914325,Powerplegic,6.3,99
tt1922777,Sinister,6.8,315746
tt1925435,Frankenstein’s Army,5.4,9982
tt1927158,The Poisoning,4.0,179
tt1934229,Dead Woman's Hollow,3.4,197
tt1934452,Realms,3.6,1317
tt19363554,Sound of Silence,4.0,917
tt19365926,Piranha Women,4.4,264
tt19414026,Retro Freaks,7.9,51
tt19445266,Razzennest,5.2,1645
tt1945133,Making Friends,6.8,45
tt1946120,Wonder Valley,4.5,105
tt19498462,The Woods,2.8,33
tt1954419,Embedded,5.3,327
tt1956466,Curtain,6.4,42
tt19638604,Curse of the Apocalypse: Chapter 1,6.2,7
tt1964630,Dead Inside,3.6,451
tt1971582,Demonic Umbrella,5.1,9
tt19726080,The Third,6.0,16
tt1974419,The Neon Demon,6.1,110819
tt19767712,Virüs M,7.2,24
tt1978554,The Legend of the Psychotic Forest Ranger,3.5,194
tt1978561,The Pain of Creation,7.8,25
tt19859066,Curse of the Kraken,4.2,64
tt19870350,Night of the Zodiac,6.1,45
tt19878394,True Scary Story - Accident Property Entertainer 2,2.5,9
tt1988776,Schlaraffenhaus,2.9,152
tt1998305,Gate to Another World: Street View,2.8,19
tt2006040,A Fantastic Fear of Everything,5.8,15795
tt2006687,Edgar Allan Poe’s Annabel Lee,6.7,37
tt2006809,Pain Is Beautiful,5.5,65
tt2006854,An Eater,5.4,125
tt2016284,Silly Scaries,2.3,27
tt20222202,You're Killing Me,4.9,5923
tt20223332,The Spiral,8.1,31
tt20250048,Pandemia Zombie,7.7,20
tt2030319,Blood City Massacre,6.4,40
tt2036472,Turbo Zombi - Tampons of the Dead,3.8,35
tt2041515,The Revenge of Dracula,3.8,15
tt2043882,House of Bad,3.3,386
tt2043992,Skunk Ape Hunters in Texas,5.2,14
tt20447452,Rival,3.5,95
tt2044888,The Thrill of a Kill,3.0,238
tt2056690,Savage Love,3.1,224
tt2056696,Show Me,6.7,15
tt20600534,We're Not Safe Here,7.0,176
tt2062687,Tolong! Awek Aku Pontianak,6.7,47
tt2071550,Open Grave,6.1,32772
tt2081375,Stitches,6.9,63
tt2082394,O Canto dos Cisnes,5.4,7
