tconst,title,tmdb_id,primaryTitle,genres,averageRating,numVotes
tt37599947,Oculto,1517361,,,1.0,10.0
tt37616518,Cin Kitabı,1524216,Cin Kitabi,Horror,4.2,16.0
tt3763034,"Money, Vampires & Weed",308348,,,7.2,81.0
tt3763854,Devil's Point,731216,Devil's Point,"Horror,Thriller",6.2,31.0
tt37671707,Not All Movies Are the Same: Dual,1601101,Not All Movies Are the Same: Dual,"Horror,Mystery,Sci-Fi",8.1,3141.0
tt37673712,Roqia,1516534,Roqia,Horror,6.1,86.0
tt37676033,V/H/S/Halloween,1373445,V/H/S/Halloween,Horror,5.7,9825.0
tt37677570,"Satan, Get Thee Behind Me",1522779,"Satan, Get Thee Behind Me","Documentary,Horror",6.4,91.0
tt37677574,Royal: Quiet Deluxe,1527670,,,,
tt37694048,New Group,1494715,New Group,"Fantasy,Horror",5.9,110.0
tt37719525,Beyond the Sea,1569154,,,,
tt3776068,Night Kaleidoscope,444609,Night Kaleidoscope,Horror,4.6,56.0
tt37762468,Feeder,1522353,,,,
tt37792232,Basilisk,1524128,,,,
tt37854786,Kaidan Honsho Nanafushigi,1561599,Kaidan Honsho Nanafushigi,Horror,,
tt37884925,Kang Solah from Kang Mak x Nenek Gayung,1504156,Kang Solah from Kang Mak X Nenek Gayung,"Comedy,Fantasy,Horror",6.3,391.0
tt37895050,The Torture: Beranak Dalam Kubur,1322249,The Torture: Beranak dalam Kubur,Horror,,
tt37926599,Teething Problems,1530692,,,7.3,17.0
tt37968922,Rite To Exorcise,1587674,,,,
tt3808102,Clowntergeist,436775,Clowntergeist,"Crime,Horror,Thriller",3.0,890.0
tt38128075,Re'Clame,1603997,,,,
tt38131455,Last to Die,1550088,Last to Die,Horror,3.9,117.0
tt3814870,Videophilia (and Other Viral Syndromes),316898,Videophilia (and Other Viral Syndromes),"Comedy,Drama,Fantasy",5.8,199.0
tt3816908,Inimigo Desconhecido,1585594,Inimigo Desconhecido: Enemy Unknown,"Action,Horror,Sci-Fi",7.3,315.0
tt3818782,Daniel,739133,,,6.4,20.0
tt38226226,CAMP,1362262,Camp,Horror,5.7,23.0
tt38263629,Mag Mag,1536720,Mag Mag,"Comedy,Horror",6.3,119.0
tt38267629,Desolation Heart,1621536,,,,
tt38267642,Lights Gone Out,1566924,,,,
tt38390980,Snake Infestation in Factory,1548212,Snake Infestation in Factory,Horror,6.3,69.0
tt3848476,Tahkhana,500060,Tahkhana,Horror,,
tt38503893,METANOIA,1561327,,,,
tt38510879,Still Life,1385573,,,,
tt38582296,Psylibrium: A collection of Short Films by Sergiy Pudich,1673471,Psylibrium: A collection of Short Films by Sergiy Pudich,"Comedy,Drama,Horror",9.3,39.0
tt38604249,Summer Horror Day,821783,,,5.9,14.0
tt38644376,Teeth,1560605,,,,
tt38706291,Quem é Morto Sempre Aparece,1434161,Quem é Morto Sempre Aparece,Comedy,5.6,34.0
tt38713908,Camp Blood Christmas,1564509,Camp Blood Christmas,"Comedy,Horror",6.1,20.0
tt3874122,The Biker Warrior Babe vs. The Zombie Babies From Hell,307728,The Biker Warrior Babe vs. The Zombie Babies from Hell,Horror,3.4,108.0
tt38769976,Eyebrows,1567091,,,,
tt38770116,Don't Ignore Me,1454768,,,,
tt38783094,The Collector: You're Next,1570273,,,,
tt3881270,The Menace with Five Arms,590278,,,5.7,19.0
tt3886444,Khamoshiyan,323030,Khamoshiyan,"Drama,Horror,Romance",4.1,1644.0
tt3886540,Strip Mahjong: Midnight Clinical Test,471988,,,7.6,14.0
tt3886546,Strip Mahjong: Prison,471986,,,6.0,7.0
tt38889609,Scumtown High,1608761,,,9.2,100.0
tt38892275,Total Party Kill,1646772,,,,
tt3894340,They Returned,308831,They Returned,"Crime,Drama,Horror",5.6,333.0
tt3894404,The Offering,391626,The Faith of Anna Waters,"Drama,Horror,Mystery",3.8,2170.0
tt38961056,App the Horror,1495716,App the Horror,Horror,5.3,9.0
tt3901696,Strange Weather,1015642,,,6.9,20.0
tt3904952,Spell,360125,Spell,Horror,4.3,132.0
tt3905036,The Dark Castle,1011863,The Dark Castle,"Horror,Thriller",,
tt3907208,Utsunomiya tsuritenjō,1280184,Utsunomiya tsuri tenjo,Drama,,
tt3908632,Never Alone,752743,,,,
tt39123237,TERRORS - Painting of the God of Death,1353282,,,,
tt39123251,Terrors: Ghost Village,1594147,,,,
tt39123280,Terrors: Black Shadow,1594160,,,,
tt39126812,Widerhall,1284667,,,,
tt39139601,Worm,1616545,,,,
tt39150006,Answer The Telephone,1609732,,,,
tt3919468,Bride of Frankenstein,1274795,,,8.7,16.0
tt39206584,Burn,1613279,,,,
tt3922350,Headless,326415,Headless,Horror,4.7,2045.0
tt39229853,Envelop,1649774,Envelop,Horror,2.6,133.0
tt39246008,Hide,1603468,,,,
tt39306144,Sueños de Carne,1617143,,,,
tt39310289,Frankenstein Created Robyn,1604013,,,,
tt39345594,Tomten 7: Den Tredje Filmen,1649563,,,8.0,5.0
tt39383795,Pumpkin Patch,1622651,Pumpkin Patch,Comedy,9.6,15.0
tt39386166,Its Presence Between Us,1620711,Its Presence Between Us,Horror,7.8,5.0
tt39398475,Island Python,1621014,Island Python,Horror,,
tt3948764,Chicago Rot,362388,Chicago Rot,"Drama,Horror,Sci-Fi",4.8,201.0
tt3948882,Portal to Hell!!!,358770,,,6.9,376.0
tt3951846,Dracula,1269640,,,7.3,19.0
tt3955298,O Come All Ye Zombies,306649,,,7.8,7.0
tt3970874,Luciferous,366969,Luciferous,"Drama,Horror,Thriller",3.9,515.0
tt3994282,Slashening: The Final Beginning,734072,Slashening: The Final Beginning,"Comedy,Horror,Thriller",4.2,164.0
tt3995464,BloodMania,339443,Herschell Gordon Lewis' BloodMania,"Comedy,Horror",3.3,193.0
tt3996710,White Orb,1632004,White Orb,"Comedy,Fantasy,Horror",7.3,36.0
tt4004766,Jungle Ki Nagin,86691,Jungle Ki Nagin,"Adventure,Crime,Drama",6.1,12.0
tt40103617,Infestation,1641164,,,,
tt4022428,Attack of the Killer Shrews!,573766,Attack of the Killer Shrews!,"Comedy,Horror",5.3,121.0
tt4023200,Gotcher,393215,,,5.6,71.0
tt4029940,Roadkill,1223050,Roadkill,"Action,Adventure,Crime",3.7,781.0
tt40386560,Remanente: Voltagem,1662965,Remanente: Voltagem,"Horror,Sci-Fi,Thriller",,
tt4043308,Dead Week,522806,,,,
tt4062536,Green Room,313922,Green Room,"Horror,Thriller",7.0,153347.0
tt4063512,Fat Rabbit,1655134,,,,
tt4068836,Murder Scene of the Prostitute Kasane,1275163,,,,
tt4070170,Heir,352108,,,6.4,39.0
tt4071282,Spawn: The Recall,1668573,,,6.8,561.0
tt4071550,Kept Man,328118,,,5.9,49.0
tt4076950,Eve's Demons,392248,Eve's Demons,"Horror,Thriller",8.4,16.0
tt4077990,Banchō Sarayashiki,1208474,,,,
tt4080812,The Screaming Silent,709430,The Screaming Silent,"Drama,Horror",3.1,252.0
tt41009838,Midlife Crisis Massacre,1658973,Midlife Crisis Massacre,Horror,,
tt41030131,Ponnapurathu Yakshi,1657783,Ponnapurathu Yakshi,Horror,,
tt4117340,Sakura no akenono,1298134,,,,
tt4121868,Shin Sarayashiki,1208686,,,,
tt4165094,My Boo,303303,My Boo,Horror,3.9,43.0
tt4167720,The Pack,344854,The Pack,"Horror,Thriller",5.0,3693.0
tt4172114,Thresher,347679,,,6.6,180.0
tt4185566,Another Evil,381032,Another Evil,"Comedy,Horror",5.5,1198.0
tt4185846,Stories and Legends of Honduras,426834,Cuentos y Legendas de Honduras,Horror,5.7,18.0
tt4187822,Yûreitô,1301565,,,,
tt4194570,The Woods,381702,,,4.8,38.0
tt4196566,The Deliverance,930600,The Deliverance,"Drama,Horror,Mystery",5.1,25232.0
tt4196576,Chainsaw Maidens from Hell,563541,Chainsaw Maidens from Hell,"Comedy,Horror",4.5,71.0
tt4211840,Seven Dorms of Death,411179,Seven Dorms of Death,Horror,5.8,60.0
tt4222732,Ghost Coins,360118,Ghost Coins,"Horror,Thriller",4.0,212.0
tt4226854,Mantra 2,370286,Mantra 2,"Comedy,Crime,Horror",4.4,103.0
tt4230192,Reel Nightmare,440486,Reel Nightmare,"Fantasy,Horror,Mystery",2.4,154.0
tt4247440,Predator World,467839,Predator World,"Action,Adventure,Comedy",2.2,527.0
tt4253170,The Apostles,263250,The Apostles,"Fantasy,Horror,Sci-Fi",4.6,147.0
tt4255110,Contracted: Phase II,345468,Contracted: Phase II,"Drama,Horror,Thriller",5.0,5707.0
tt4255318,The Stylist,347070,,,6.5,472.0
tt4262980,Shin Godzilla,315011,Shin Godzilla,"Action,Drama,Horror",6.9,45646.0
tt4263780,The Snarling,390485,The Snarling,"Comedy,Fantasy,Horror",4.6,621.0
tt4266790,Shi,420767,,,5.9,105.0
tt4276428,Cheekh,1664906,Cheekh,Horror,3.3,11.0
tt4278760,Puppet Killer,641926,Puppet Killer,"Comedy,Horror",4.8,271.0
tt4282944,Daddy Christmas,751197,,,,
tt4300302,Chayamoy,320654,Chayamoy,"Drama,Family,Horror",7.0,104.0
tt4306690,Gavage,449774,,,5.2,18.0
tt4312850,Hex of the Vulture,841655,,,,
tt4328258,Monday at 11:01 A.M.,373194,Monday at 11:01 A.M.,Thriller,4.7,308.0
tt4329724,Sunsan Mahal,477106,Sunsan Mahal,Horror,,
tt4333266,Midnight Screening with the Vampire,592311,Midnight Screening with the Vampire,"Drama,Fantasy,Romance",3.5,24.0
tt4354312,Megaconda,27485,,,3.2,346.0
tt4354706,Trans*,1418942,,,7.4,14.0
tt4360458,The Z Effect,476366,The Z Effect,"Horror,Thriller",2.8,71.0
tt4375478,Last Year's Halloween Candy,1038595,,,5.4,11.0
tt4415956,Botan dôrô,1294993,Botan dôrô,Drama,,
tt4418152,The Spiritualist,440710,The Spiritualist,"Drama,Horror,Mystery",3.2,257.0
tt4419364,Holidays,323262,Holidays,"Comedy,Fantasy,Horror",5.1,12349.0
tt4422070,Zepo,400464,,,7.1,52.0
tt4424292,Crazy Lake,467377,Crazy Lake,"Comedy,Horror",3.6,558.0
tt4433106,Monsters,382890,,,7.1,468.0
tt4440798,Farhope Tower,347852,Farhope Tower,Thriller,4.1,281.0
tt4443784,Roboshark,349135,Roboshark,"Action,Adventure,Comedy",3.0,1398.0
tt4458368,Ju-on: The Final Curse,347946,Ju-on: The Final Curse,Horror,4.4,1199.0
tt4464622,Estátua!,300583,,,6.8,66.0
tt4466684,Onnen no hebi,1278792,Onnen no hebi,\N,,
tt4483960,Primordial,359056,Primordial,"Comedy,Crime,Drama",4.1,151.0
tt4489432,Utsunomiya tsuritenjô,1280179,Utsunomiya tsuritenjô,\N,,
tt4520340,Last Girl Standing,347848,Last Girl Standing,"Drama,Horror",4.8,1428.0
tt4540456,Slit,333472,,,5.5,98.0
tt4550436,Paranormal Retreat,335900,Paranormal Retreat,Horror,2.6,73.0
tt4557826,The Dead Reborn,271336,,,2.4,60.0
tt4558370,Azazil: Düğüm,326968,Azazil: Dügüm,Horror,3.8,359.0
tt4562262,First Man on Mars,454416,First Man on Mars,"Comedy,Horror,Sci-Fi",4.5,442.0
tt4562280,Once Bitten,575386,,,,
tt4562808,Fish Eye,608214,,,6.6,21.0
tt4572722,Androgynym,385713,Androgynym,"Crime,Drama,Horror",6.5,50.0
tt4578308,Sweet Hollow,483977,,,7.5,34.0
tt4579730,Clam Fairy,1574129,Bang xian,"Drama,Fantasy",,
tt4603658,Black Eyes,365840,,,7.1,13.0
tt4613688,Somebody's Darling,490271,Somebody's Darling,"Fantasy,Horror,Mystery",5.7,68.0
tt4631100,Bloody Crayons,466042,Bloody Crayons,"Horror,Mystery,Thriller",5.2,253.0
tt4650510,Freddy vs Dylan,1678417,Freddy vs Dylan,Horror,5.0,27.0
tt4662922,Haze and Fog,298829,Haze and Fog,\N,6.5,16.0
tt4667854,Siren,355506,Siren,"Horror,Mystery,Thriller",5.3,8257.0
tt4676758,Caravan,440984,,,7.1,25.0
tt4678184,WTF!,456950,WTF!,Horror,3.8,878.0
tt4678256,It Thirsts for Blood,1292665,,,,
tt4680298,The Boogeyman,1310789,,,6.2,24.0
tt4682970,Devil's Five,876286,Devil's Five,Horror,3.4,147.0
tt4685626,Eyes of the Dead,551982,Eyes of the Dead,"Action,Horror,Thriller",3.7,327.0
tt4700872,Dead List,521876,Dead List,"Comedy,Horror",3.0,199.0
tt4704340,Shin Kasane monogatari,1296424,Shin kasane monogatari,\N,,
tt4708346,Without Name,376576,Without Name,"Drama,Horror,Mystery",5.3,1666.0
tt4729642,Bloody Ballet,445869,Bloody Ballet,"Horror,Thriller",4.2,309.0
tt4737938,Live or Let Die,1596920,,,5.5,33.0
tt4741408,Gelato Giallo,363275,,,5.4,20.0
tt4756326,Gnawbone,1045572,Gnawbone,Horror,5.2,29.0
tt4758872,In the Ruins,1030647,,,6.8,27.0
tt4773264,Absolutio,326872,Absolutio - Erlösung im Blut,Horror,5.1,52.0
tt4776066,Daddy Mangy,527608,,,,
tt4785524,Bikini Mayhem,416470,Bikini Mayhem,"Horror,Thriller",2.1,273.0
tt4788736,Central Park,517769,Central Park,"Horror,Thriller",3.5,746.0
tt4793108,Ghost Meets World,345252,Ghost Meets World,Comedy,,
tt4800638,Masks: Exordium,381760,,,,
tt4805726,Maya,400717,Maya,"Drama,Horror,Thriller",6.5,19.0
tt4807272,Ruin Me,401272,Ruin Me,"Horror,Mystery,Thriller",5.2,3586.0
tt4807936,The Vault of Horror: Horror Bites,1088143,The Vault of Horror,"Drama,Fantasy,Horror",7.8,36.0
tt4813122,Three Letters 2: Hablis,355411,Üç Harfliler 2: Hablis,Horror,3.5,535.0
tt4834150,Accidental Exorcist,403264,Accidental Exorcist,Horror,4.6,339.0
tt4853458,Hooker Assassin,1095649,,,7.7,33.0
tt4854194,Yamamoto Eri becomes Recoverability Zero,418679,Yamamoto Eri becomes Recoverability Zero,"Drama,Horror,Thriller",5.7,27.0
tt4860642,How do you do that Voodoo?,508620,,,7.7,10.0
tt4879660,Chudail Ka Badla,496371,Chudail Ka Badla,Horror,7.8,28.0
tt4882574,Hotel Infierno,688927,Hotel Infierno,"Horror,Mystery",5.3,38.0
tt4893324,Don't Mess with the Sharkies,678303,,,6.5,37.0
tt4905528,Ghosting,366084,,,,
tt4905574,Haunted Inc.,458339,Haunted Inc.,"Comedy,Horror",,
tt4907218,Necromancia,1525233,Necromancia,Horror,,
tt4914382,Crying Wolf,472160,,,4.7,42.0
tt4917700,The Noonday Witch,406427,The Noonday Witch,"Drama,Horror",5.1,843.0
tt4923002,Skeletons in the Closet,1150399,Skeletons in the Closet,"Horror,Thriller",3.0,599.0
tt4943934,Martian Land,355309,,,2.5,1027.0
tt4953348,O. Unilateralis,467834,O. Unilateralis,"Drama,Horror,Mystery",6.4,80.0
tt4953676,Garrow,579957,Garrow,"Drama,Horror",8.1,18.0
tt4959492,The World Of Shadows,1413788,,,,
tt4960466,Dark Highlands,569889,Dark Highlands,Horror,4.4,426.0
tt4963024,Cured,489288,,,6.4,92.0
tt4977584,Interimere,370688,,,5.7,11.0
tt4993990,Die Ontwaking,406490,Die Ontwaking,"Crime,Horror,Thriller",4.2,177.0
tt5004134,...And Then Everything Changed,1398867,,,4.4,61.0
tt5009286,Residue,455595,Residue,"Action,Horror,Thriller",5.4,1266.0
tt5017252,Never Tear Us Apart,379865,,,5.1,143.0
tt5032026,Anabel,362579,Anabel,"Horror,Mystery",4.3,446.0
tt5039600,Suffer the Little Children,1310668,,,8.0,22.0
tt5046894,20 Matches,607614,,,8.4,27.0
tt5047400,Desolation,424284,Desolation,"Drama,Horror,Thriller",4.5,1416.0
tt5052966,Ominous,362434,Ominous,Horror,3.9,630.0
tt5057506,Sikka (ਸਿੱਕਾ),459924,Sikka,Horror,6.0,9.0
tt5075090,Deadly Ties,1397257,,,,
tt5087548,Gorenos,437600,Gorenos,Horror,4.0,1787.0
tt5091888,Bill Huckstabelle: Serial Rapist,421335,Bill Huckstabelle: Serial Rapist,Horror,4.7,58.0
tt5093076,Rake,420777,,,6.0,79.0
tt5105246,La perinola del horror,1395133,,,,
tt5107056,You Don't Like Yourself Anymore,1397252,,,,
tt5113926,They Found Hell,362439,They Found Hell,"Adventure,Fantasy,Horror",4.2,1756.0
tt5116742,Mirrored,476017,,,3.9,20.0
tt5122240,Kü'fa: Cin Kapanı,1151835,Kü'fa: Cin Kapani,"Horror,Thriller",1.9,19.0
tt5123344,The 12 Slays of Christmas,568524,The 12 Slays of Christmas,Horror,4.2,128.0
tt5124262,El nacimiento del mal,1001699,The Birth of Evil,\N,8.4,11.0
tt5124556,The Forsaken,393395,The Forsaken,"Drama,Horror,Thriller",6.4,46.0
tt5125562,"Your Flesh, Your Curse",516028,"Your Flesh, Your Curse",Horror,5.2,108.0
tt5149154,Arachnids,597970,,,7.5,11.0
tt5159412,Nayagi,363314,Nayaki,"Comedy,Horror,Thriller",2.7,234.0
tt5165620,Another Soul,526295,Another Soul,"Horror,Thriller",2.2,393.0
tt5174154,The Headless Princess,1047189,,,7.6,9.0
tt5203646,Inicuo: The Brotherhood,406108,Inicuo: The Brotherhood,"Drama,Horror,Mystery",5.2,24.0
tt5214694,Deathly Presents,369306,,,5.8,117.0
tt5216674,Entity,373786,Geisha of Death,"Action,Crime,Horror",4.3,514.0
tt5217918,Love Zombie: Romance of the Dead,715613,Love Zombie: Romance of the Dead,Horror,,
tt5225338,The Eyes of My Mother,371560,The Eyes of My Mother,"Drama,Horror,Thriller",6.2,15784.0
tt5232100,Bukod Kang Pinagpala,367259,Bukod kang pinagpala,"Drama,Horror",,
tt5241380,Resurrection,377452,Resurrection,"Horror,Mystery",5.1,636.0
tt5246928,The Mildew from Planet Xonader,386255,The Mildew from Planet Xonader,"Action,Horror,Sci-Fi",5.3,756.0
tt5247780,La Casa del Kilómetro 5,407880,La Casa del Kilómetro 5,Horror,2.9,24.0
tt5269624,O Juízo,510550,O Juízo,"Drama,Mystery",5.3,146.0
tt5270378,Go Mad and Mark,498754,Go Mad and Mark,"Comedy,Drama,Horror",3.9,29.0
tt5270922,Kumal,959659,,,5.4,104.0
tt5273720,All the Creatures Were Stirring,512474,All the Creatures Were Stirring,"Horror,Sci-Fi",4.9,2027.0
tt5277432,Dorome: Boys' Side,431837,Dorome: Boys,Horror,5.7,16.0
tt5278546,The Last Script,892620,,,4.9,15.0
tt5278832,The Lure,375742,The Lure,"Drama,Fantasy,Horror",6.2,11119.0
tt5282726,The Bride's Hotel,950030,Hotel da Noiva,Horror,6.2,11.0
tt5283358,After the Wolf,1256424,,,8.6,12.0
tt5288646,6:66 PM,488366,6:66 PM,"Comedy,Horror",4.6,824.0
tt5298470,Listen Little Man,1068907,Listen Little Man,"Fantasy,Horror",4.8,12.0
tt5312612,The Amityville Terror,410537,The Amityville Terror,Horror,3.3,1385.0
tt5325604,Inoperable,445744,Inoperable,"Horror,Mystery",4.0,960.0
tt5325626,Becky,1040785,,,5.5,17.0
tt5330658,Dance Macabre,1358668,,,7.3,11.0
tt5346636,Waking Nightmare,1166773,Waking Nightmare,Thriller,4.9,75.0
tt5358610,Death Trip,1171953,Death Trip,Horror,5.5,10.0
tt5358912,Haunted 5: Phantoms,844059,Haunted 5: Phantoms,Horror,4.4,182.0
tt5373632,Pigskin,425253,,,6.2,176.0
tt5424980,The Demon of the Andes,496200,El Demonio de los Andes,"Adventure,Horror,Thriller",4.5,47.0
tt5425096,Break Room Chatter,787468,,,,
tt5447376,Grotesque Fantasies,396003,,,,
tt5462326,Mom and Dad,401561,Mom and Dad,"Comedy,Horror,Thriller",5.6,29627.0
tt5470742,The Last Hope,488888,The Last Hope,"Action,Drama,Horror",2.6,211.0
tt5476182,Hellraiser: Judgment,444149,,,4.3,9234.0
tt5478456,We Are Zombies,1139106,We Are Zombies,"Comedy,Horror",5.3,2355.0
tt5478806,No Touching,423549,,,6.1,87.0
tt5497458,The Watcher,421049,The Watcher,"Horror,Thriller",5.4,3301.0
tt5499048,This Little Piggy,865939,,,5.9,29.0
tt5508094,That's Not Funny,782083,,,,
tt5512242,Catch The Witch,559044,Poymat vedmu,Horror,5.7,81.0
tt5522892,Azazil 2: Büyü,459144,Azazil 2: Büyü,"Horror,Thriller",3.2,215.0
tt5528372,Moonchild,386782,Moonchild,Horror,5.2,88.0
tt5544670,Easter Nightmare,448936,Îsutâ naitomea: Shi no îsutâ banî,Horror,4.0,13.0
tt5546720,The Cleansing Hour,413353,,,7.2,382.0
tt5554276,The Red Room Curse,1117186,,,,
tt5575800,The Invisible Mother,634880,The Invisible Mother,"Comedy,Horror,Thriller",6.8,91.0
tt5594444,Attack of the Southern Fried Zombies,509412,Attack of the Southern Fried Zombies,"Action,Comedy,Horror",3.7,795.0
tt5618528,Cold Blooded,1071244,Cold Blooded,Horror,3.9,23.0
tt5621114,My Larva,1406738,,,5.7,16.0
tt5622770,Blessed Are the Children,434385,Blessed Are the Children,"Drama,Horror,Thriller",4.2,301.0
tt5629964,The Midnight Man,492621,The Midnight Man,"Fantasy,Horror,Mystery",4.8,5342.0
tt5636228,Lumina,1113231,Lumina,"Adventure,Horror,Sci-Fi",2.9,10444.0
tt5637736,Wraith,451067,Wraith,"Horror,Mystery,Thriller",3.5,879.0
tt5642098,Badger Lane,655083,,,5.4,92.0
tt5644556,Mature Mother & Daughter Orgy,1093228,"Jukujô, musume: Rankô",\N,,
tt5651458,Camera Obscura,429725,Camera Obscura,"Horror,Thriller",4.6,1059.0
tt5671290,Scenery,398810,,,7.0,401.0
tt5685006,Puppet Master: The Littlest Reich,396321,Puppet Master: The Littlest Reich,Horror,5.4,4865.0
tt5687424,Black Hollow Cage,427253,Black Hollow Cage,"Drama,Horror,Mystery",4.8,1722.0
tt5692786,Darkness Visible,531084,Darkness Visible,Thriller,5.5,443.0
tt5700494,Everfall,593510,Everfall,"Horror,Thriller",3.3,277.0
tt5706490,Mother's Day,509183,,,6.5,37.0
tt5709182,Slices of Vi,861053,Slices of Vi,"Drama,Horror",4.2,31.0
tt5735582,The Tenants Downstairs,403032,The Tenants Downstairs,"Crime,Drama,Horror",6.0,1366.0
tt5736592,Sam Was Here,412766,Sam Was Here,"Horror,Mystery,Thriller",4.9,2735.0
tt5743856,Dead Hunt,1393810,Dead Hunt,Horror,6.9,14.0
tt5747592,Talk of the Dead,1378053,,,5.6,14.0
tt5778356,"The Sound of Blue, Green and Red",569057,,,6.1,56.0
tt5784502,Poyi Maranju Parayathe...,456855,Poyi Maranju Parayathe,Drama,4.5,17.0
tt5795082,8 Bodies,441749,,,6.0,89.0
tt5795332,Bloody Blacksmith,426502,Bloody Blacksmith,Horror,3.8,46.0
tt5813524,The Ascendents Anthology,1394555,The Ascendants Anthology,"Drama,Horror,Sci-Fi",,
tt5820980,The Love Machine,419590,,,3.6,197.0
tt5850160,Buppha Ratree: Haunting in Japan,413260,Haunting in Japan,"Comedy,Horror",4.8,104.0
tt5861630,Minutes Past Midnight,416226,Minutes Past Midnight,"Horror,Thriller",4.9,1371.0
tt5862740,Dinner with Leatherface,637312,Dinner with Leatherface,"Biography,Documentary,Horror",7.3,71.0
tt5863880,Trail to Terror,929947,Trail to Terror,"Adventure,Documentary,Horror",6.4,344.0
tt5864100,The Elvis Room,744515,,,6.0,71.0
tt5904458,Chakwa,436897,Chakwa,Mystery,6.6,102.0
tt5911072,Nebulous Dark,487955,Nebulous Dark,"Drama,Horror,Sci-Fi",3.0,238.0
tt5913798,Wounds,505423,Wounds,"Drama,Horror,Mystery",4.1,23592.0
tt5914788,The Baby Whisperer,812275,,,7.7,6.0
tt5926858,Ghost Hospital,464929,Ghost Hospital,"Comedy,Horror",4.3,87.0
tt5930094,Atomic Shark,564837,Atomic Shark,"Action,Adventure,Comedy",2.7,415.0
tt5946668,4/20 Massacre,512936,4/20 Massacre,"Action,Horror",3.7,865.0
tt5948114,Zombies from Sector 9,741651,Zombies from Sector 9,Horror,4.5,119.0
tt5978540,The Burial,1548780,The Burrial,"Drama,Horror,Thriller",7.6,25.0
tt6012106,The Monkey's Paw,1275813,The Monkey's Paw,Horror,6.4,20.0
tt6014266,Eight Brave Brothers 3,1159106,Eight Brave Brothers 3,"Adventure,Drama",,
tt6014564,Fluffernutter,1073102,,,,
tt6020742,Seagull,870182,Seagull,Thriller,5.0,63.0
tt6021902,Death Forest: Forbidden Forest 4,954929,Death Forest 4,Horror,4.3,305.0
tt6022094,Vain: This Party Sucks,549463,,,,
tt6037044,Sadi-Scream Vol. 4,816606,,,3.9,16.0
tt6039802,Premonitions Following an Evil Deed,1033807,,,6.8,1793.0
tt6055518,Don't Run,502923,,,,
tt6080024,"Shake, Rattle & Roll Extreme",1180282,Shake Rattle & Roll Extreme,Horror,4.5,505.0
tt6080240,Blood Surf,776211,Blood Surf,Horror,4.7,51.0
tt6089358,Haunting on Fraternity Row,551608,Haunting on Fraternity Row,"Horror,Mystery,Thriller",3.8,1298.0
tt6094992,Mona Darling,468513,Mona_Darling,"Horror,Thriller",4.5,305.0
tt6108068,Vidiodromo,904826,Vidiodromo,"Horror,Thriller",7.4,7.0
tt6114940,Devi(L),408475,Devi,"Comedy,Horror",6.2,1282.0
tt6127882,Red Rose,1002071,,,,
tt6130854,VW,629135,,,6.9,59.0
tt6131080,Dystopia,1588197,,,,
tt6132666,Tik-Tik,406137,,,5.6,15.0
tt6149120,Shadows of the Dead,418691,Shadows of the Dead,"Fantasy,Horror,Mystery",4.4,490.0
tt6166320,Chungul,424349,Chungul,"Drama,Mystery",5.8,104.0
tt6172572,2 Die For,543581,2 Die For,Horror,2.8,193.0
tt6182054,House of Evil,456824,House of Evil,Horror,2.8,455.0
tt6185482,Xoxan,903712,XOXAN,Comedy,4.9,162.0
tt6198738,Vitiligo,1076939,,,9.4,20.0
tt6202100,Larve,1290689,,,,
tt6203626,West Skerra Light,424031,West Skerra Light,"Comedy,Drama,Horror",6.6,83.0
tt6210572,Derren Brown Presents Twisted Tales,496325,Derren Brown Presents Twisted Tales,"Horror,Mystery",6.5,37.0
tt6217200,Undying,899298,,,5.9,17.0
tt6228520,Mansão Bem Assombrada,718661,Mansão Bem Assombrada,Comedy,7.0,7.0
tt6243140,Ravenous,415010,Ravenous,"Action,Adventure,Drama",5.8,11010.0
tt6250686,Mondo Cane 4,1157666,,,4.4,12.0
tt6257842,Enter The Room,1131120,,,8.8,53.0
tt6264452,Meera Jaakirathai,400962,Meera Jaakirathai,Horror,4.1,23.0
tt6269060,México Bárbaro II,430223,Mexico Barbaro 2,Horror,5.2,198.0
tt6287420,Dream Nightmare,498797,Dream Nightmare,"Fantasy,Horror",4.4,35.0
tt6287426,#NotAlone,457835,,,5.5,43.0
tt6299592,The Intruder,469069,The Intruder,Horror,4.3,244.0
tt6304134,We Together,409544,,,6.1,87.0
tt6311746,The Drawing,482397,,,6.4,22.0
tt6323870,Derelict,589173,Derelict,"Drama,Horror,Mystery",3.9,310.0
tt6326340,O' Bloody Night,741887,O' Bloody Night,Horror,7.0,35.0
tt6338506,Welcome to Hell,553080,Welcome to Hell,Horror,2.9,265.0
tt6355580,Claw,449882,Claw,Horror,2.5,173.0
tt6359082,Werewolves of the Third Reich,481952,Werewolves of the Third Reich,"Action,Adventure,Horror",2.2,1017.0
tt6366052,Hell of a Day,1637010,,,4.2,28.0
tt6374142,Misdirection,1146344,Misdirection,Thriller,5.0,2084.0
tt6386202,One,677583,ONE,Horror,,
tt6393786,Captain Voyeur,445054,,,5.4,560.0
tt6395680,Covenant,669735,Covenant,"Horror,Thriller",3.1,604.0
tt6401004,Dead Shack,449535,Dead Shack,"Action,Comedy,Horror",5.5,3156.0
tt6409494,Plot No. 666,349524,Plot No. 666,Horror,3.3,29.0
tt6423608,Jwanita,364189,Jwanita,"Horror,Mystery,Thriller",5.0,105.0
